TIME (milliseconds), Temperature (temp units), Pressure (pressure units), X (x units), Y (y units), Z (z units) 
97069, 8809984, 6499584, 2038, 2024, 1984
97109, 8810240, 6498816, 2042, 2021, 1988
97149, 8810240, 6499072, 2054, 2022, 1993
97188, 8810496, 6498816, 2059, 2021, 1992
97228, 8810496, 6499328, 2064, 2020, 1987
97267, 8810240, 6499328, 2064, 2013, 1991
97306, 8810752, 6498560, 2059, 2006, 1988
97346, 8810752, 6499584, 2067, 2011, 1990
97385, 8810752, 6499584, 2065, 2009, 1996
97425, 8811264, 6499072, 2060, 2011, 1995
97464, 8810496, 6499072, 2065, 2012, 2006
97504, 8810752, 6499072, 2058, 2007, 2004
97543, 8810752, 6498560, 2056, 2025, 1998
97583, 8811264, 6498560, 2056, 2028, 2002
97623, 8811264, 6499328, 2038, 2030, 2009
97662, 8810752, 6498816, 2043, 2040, 2010
97702, 8810752, 6498816, 2032, 2038, 2019
97741, 8811008, 6499840, 2032, 2045, 2035
97781, 8811008, 6499584, 2030, 2045, 2044
97820, 8811008, 6498816, 2028, 2035, 2032
97859, 8811264, 6499328, 2038, 2047, 2017
97899, 8811008, 6499072, 2042, 2056, 2011
97938, 8811520, 6499584, 2042, 2055, 2014
97978, 8811776, 6499328, 2050, 2057, 2011
98017, 8811264, 6499072, 2035, 2047, 2012
98057, 8811776, 6499072, 2028, 2040, 2009
98097, 8811264, 6499072, 2040, 2035, 2019
98136, 8811776, 6499072, 2043, 2047, 2011
98175, 8811776, 6499072, 2051, 2042, 2009
98215, 8812032, 6499072, 2053, 2031, 2024
98254, 8811520, 6498816, 2044, 2032, 2014
98293, 8812032, 6499072, 2048, 2032, 2007
98333, 8811776, 6499584, 2047, 2032, 1997
98372, 8811776, 6499840, 2040, 2036, 1996
98411, 8811776, 6499840, 2038, 2036, 1994
98451, 8811776, 6499328, 2043, 2042, 1993
98491, 8812032, 6499584, 2045, 2027, 1989
98530, 8812032, 6499328, 2038, 2027, 1986
98569, 8812032, 6499584, 2060, 2033, 1979
98609, 8812288, 6499072, 2063, 2030, 1987
98648, 8812288, 6499328, 2052, 2024, 1983
98687, 8811776, 6499840, 2049, 2019, 1984
98727, 8812032, 6499584, 2052, 2019, 1975
98766, 8812032, 6499584, 2054, 2023, 1981
98805, 8813056, 6499840, 2057, 2018, 1986
98844, 8812288, 6500096, 2067, 2019, 1984
98884, 8812288, 6499840, 2072, 2014, 1987
98923, 8812288, 6499072, 2072, 2014, 1985
98963, 8812544, 6499840, 2057, 2004, 1994
99003, 8812544, 6499072, 2054, 1994, 1998
99042, 8812800, 6500096, 2055, 1991, 1987
99082, 8812544, 6498816, 2059, 1997, 1990
99121, 8812288, 6500096, 2035, 1969, 1984
99161, 8812544, 6499072, 2083, 2019, 1988
99200, 8812800, 6499328, 2051, 1998, 1988
99240, 8812800, 6499072, 2050, 1997, 1992
99279, 8812800, 6499840, 2074, 2005, 1984
99319, 8812800, 6499840, 2069, 1998, 1991
99358, 8812800, 6499584, 2064, 1997, 1994
99398, 8812800, 6500096, 2064, 1996, 1995
99438, 8813056, 6499328, 2064, 1993, 1990
99477, 8813312, 6499072, 2067, 1997, 1990
99517, 8812800, 6499840, 2067, 1999, 1990
99556, 8813312, 6499584, 2083, 2007, 1983
99596, 8813568, 6500096, 2076, 2012, 1991
99635, 8813056, 6500096, 2080, 2013, 1995
99675, 8813056, 6499328, 2070, 2013, 1998
99714, 8813312, 6499840, 2062, 2010, 2002
99754, 8813056, 6499584, 2061, 2006, 1996
99793, 8813824, 6499840, 2053, 2004, 1989
99833, 8813568, 6499840, 2056, 2001, 1989
99872, 8813312, 6499584, 2055, 2003, 1986
99912, 8813312, 6499840, 2052, 2004, 1988
99952, 8813824, 6499840, 2043, 2001, 1986
99991, 8813312, 6500096, 2059, 2003, 1991
100031, 8813824, 6499840, 2070, 2011, 1997
100070, 8813312, 6500352, 2065, 2013, 1996
100110, 8813824, 6500864, 2068, 2018, 1994
100150, 8813568, 6500864, 2072, 2016, 1991
100189, 8814080, 6500352, 2074, 2015, 1994
100229, 8813568, 6499840, 2058, 2010, 1995
100268, 8813568, 6500608, 2055, 2009, 1995
100308, 8813824, 6500352, 2056, 2003, 1993
100347, 8813824, 6499072, 2058, 2001, 1997
100388, 8813568, 6500352, 2058, 2006, 1996
100427, 8813568, 6500352, 2051, 2004, 1992
100467, 8814336, 6499584, 2050, 2007, 1987
100507, 8814336, 6500096, 2056, 2011, 1987
100546, 8814080, 6500096, 2058, 2012, 1989
100586, 8814080, 6500352, 2070, 2012, 1990
100625, 8814592, 6500096, 2075, 2011, 1991
100665, 8814592, 6499840, 2080, 2011, 1988
100704, 8814080, 6500096, 2075, 2008, 1986
100744, 8814848, 6500096, 2064, 2002, 1983
100784, 8814336, 6500608, 2065, 1999, 1977
100823, 8814848, 6500352, 2068, 1996, 1975
100863, 8814848, 6499840, 2067, 2001, 1974
100903, 8814592, 6500096, 2056, 2000, 1977
100943, 8814592, 6500096, 2063, 2002, 1980
100982, 8814592, 6500608, 2060, 2003, 1979
101022, 8814336, 6500864, 2056, 1998, 1978
101061, 8814848, 6500096, 2065, 2002, 1984
101101, 8814336, 6500608, 2067, 1997, 1993
101140, 8814592, 6500608, 2057, 1996, 1990
101180, 8814592, 6500352, 2070, 2003, 1995
101220, 8814848, 6500352, 2063, 2005, 1993
101259, 8815104, 6500608, 2057, 2003, 1993
101299, 8815104, 6501120, 2069, 2002, 2009
101339, 8815360, 6500608, 2054, 1993, 2011
101379, 8814592, 6500864, 2055, 1991, 2008
101418, 8815104, 6500096, 2058, 1995, 1995
101458, 8814848, 6501376, 2058, 1998, 1989
101497, 8814848, 6500352, 2061, 1998, 1985
101539, 8814592, 6500352, 2063, 2001, 1986
101579, 8814592, 6500608, 2064, 2007, 1983
101618, 8814592, 6500864, 2062, 1997, 1985
101658, 8814848, 6500608, 2062, 1995, 1973
101697, 8814336, 6500096, 2059, 1995, 1976
101737, 8814592, 6500608, 2056, 1993, 1978
101777, 8814592, 6499840, 2052, 1990, 1979
101816, 8814336, 6500352, 2058, 1991, 1982
101856, 8814592, 6500096, 2071, 1993, 1984
101895, 8815104, 6501376, 2064, 1986, 1982
101935, 8814592, 6500352, 2071, 1987, 1986
101974, 8814592, 6500096, 2071, 1989, 1984
102013, 8814848, 6500352, 2060, 1985, 1988
102053, 8815104, 6500608, 2057, 1989, 1996
102093, 8814336, 6500096, 2069, 1993, 1991
102132, 8814336, 6499840, 2070, 1992, 1994
102171, 8814592, 6500352, 2066, 1992, 1992
102211, 8814080, 6500096, 2064, 1991, 1989
102251, 8814336, 6500608, 2061, 1990, 1993
102290, 8814336, 6499584, 2062, 1989, 1990
102330, 8815104, 6500352, 2066, 1992, 1986
102369, 8814848, 6500864, 2064, 1991, 1987
102409, 8815104, 6500864, 2062, 1991, 1990
102448, 8814592, 6500096, 2080, 1996, 1981
102487, 8815104, 6501120, 2065, 1983, 1991
102527, 8815360, 6500096, 2058, 1986, 1986
102566, 8815104, 6499584, 2059, 1988, 1989
102606, 8814336, 6501376, 2062, 1989, 1991
102645, 8813568, 6500352, 2065, 1967, 1998
102686, 8813824, 6499840, 2079, 2000, 2009
102725, 8814080, 6500096, 2071, 1996, 1992
102765, 8813568, 6499584, 2058, 1975, 1983
102804, 8813568, 6500352, 2064, 1988, 1996
102844, 8814080, 6500352, 2067, 1993, 1987
102883, 8813568, 6500352, 2065, 1979, 1993
102923, 8813568, 6499840, 2064, 1983, 1996
102962, 8813568, 6499840, 2064, 1988, 1984
103002, 8813312, 6500352, 2064, 1987, 1995
103042, 8813312, 6499584, 2064, 1982, 1993
103081, 8813568, 6500352, 2065, 1987, 1994
103121, 8812800, 6499840, 2064, 1986, 1992
103161, 8812800, 6499584, 2064, 1983, 1989
103201, 8813312, 6500096, 2064, 1987, 1993
103240, 8813312, 6500096, 2064, 1987, 1988
103280, 8813568, 6501120, 2064, 1983, 1992
103320, 8813568, 6500096, 2064, 1985, 1992
103359, 8813824, 6499584, 2064, 1988, 1990
103399, 8813824, 6499328, 2064, 1986, 1990
103438, 8813824, 6499840, 2064, 1983, 1993
103478, 8813824, 6500096, 2064, 1987, 1992
103517, 8814080, 6499840, 2062, 1987, 1991
103557, 8814080, 6500608, 2063, 1949, 1994
103597, 8814336, 6500352, 2064, 1985, 1992
103637, 8814080, 6499840, 2061, 1987, 1991
103677, 8814080, 6500864, 2064, 1984, 1991
103716, 8814592, 6500352, 2062, 1983, 1994
103756, 8814336, 6500096, 2065, 1986, 1990
103795, 8814336, 6500352, 2062, 1986, 1995
103835, 8814848, 6500864, 2064, 1985, 1990
103874, 8815104, 6500352, 2064, 1988, 1990
103914, 8815360, 6499840, 2064, 1987, 1994
103954, 8815360, 6500096, 2064, 1986, 1989
103993, 8815360, 6499584, 2063, 1985, 1990
104033, 8814592, 6500864, 2064, 1987, 1989
104073, 8814848, 6500608, 2064, 1985, 1990
104113, 8815104, 6501120, 2065, 1986, 1990
104152, 8815360, 6499840, 2064, 1987, 1992
104192, 8815104, 6499840, 2063, 1986, 1994
104232, 8815104, 6500352, 2064, 1985, 1992
104271, 8815616, 6500864, 2064, 1985, 1989
104311, 8815616, 6500352, 2064, 1986, 1991
104350, 8815360, 6501120, 2064, 1985, 1996
104390, 8815360, 6500864, 2061, 1988, 1993
104429, 8816128, 6501376, 2064, 1988, 1977
104469, 8815616, 6500608, 2066, 1983, 1993
104508, 8816128, 6501120, 2056, 1981, 1998
104549, 8816384, 6500864, 2081, 1980, 1999
104588, 8815872, 6500352, 2089, 1976, 1985
104628, 8815872, 6500096, 2074, 1986, 1985
104667, 8815616, 6500608, 2070, 1987, 1980
104707, 8815872, 6501120, 2065, 1987, 1986
104747, 8816128, 6501120, 2051, 1985, 1983
104786, 8815872, 6500608, 2048, 1987, 1988
104826, 8816384, 6500096, 2047, 1986, 1993
104865, 8816384, 6501376, 2047, 1989, 1995
104905, 8815872, 6501888, 2049, 1993, 1994
104944, 8816640, 6500864, 2054, 1992, 2000
104985, 8816128, 6500864, 2062, 1994, 2001
105024, 8816640, 6501120, 2064, 1995, 2007
105064, 8816384, 6500352, 2066, 1993, 2003
105104, 8816384, 6501376, 2065, 1991, 2003
105143, 8816384, 6501376, 2070, 1988, 2002
105183, 8816896, 6500864, 2066, 1985, 2000
105222, 8816896, 6501120, 2064, 1985, 1998
105262, 8816896, 6501376, 2067, 1984, 1993
105301, 8816896, 6501888, 2067, 1986, 1995
105341, 8816896, 6501376, 2063, 1985, 1995
105381, 8817152, 6501120, 2066, 1987, 2000
105420, 8817408, 6501120, 2064, 1987, 2002
105460, 8817408, 6501376, 2062, 1987, 1998
105500, 8817152, 6502144, 2064, 1990, 1999
105539, 8817152, 6501376, 2061, 1987, 1997
105578, 8817664, 6501376, 2064, 1984, 1999
105618, 8817408, 6501888, 2062, 1983, 1995
105657, 8817920, 6501376, 2063, 1981, 1999
105697, 8817664, 6501632, 2063, 1982, 2000
105736, 8817920, 6501120, 2061, 1980, 1999
105776, 8817664, 6501888, 2064, 1983, 1998
105815, 8817920, 6501120, 2064, 1986, 2001
105854, 8817408, 6501888, 2065, 1987, 2003
105894, 8817664, 6501888, 2064, 1987, 2002
105940, 8818176, 6501632, 2064, 1986, 2000
105986, 8818432, 6501888, 2065, 1984, 2000
106026, 8817920, 6501632, 2065, 1983, 2000
106065, 8818176, 6501120, 2065, 1983, 2004
106104, 8817920, 6501888, 2064, 1983, 2000
106144, 8817920, 6501376, 2062, 1985, 2000
106183, 8818176, 6501120, 2064, 1981, 2004
106223, 8818176, 6500864, 2059, 1979, 1996
106264, 8818176, 6502144, 2063, 1982, 1995
106304, 8817408, 6502400, 2066, 1983, 1995
106343, 8818432, 6501632, 2063, 1983, 1996
106383, 8818176, 6501888, 2067, 1983, 1997
106423, 8818176, 6502144, 2070, 1981, 1999
106462, 8818688, 6501632, 2063, 1980, 1993
106502, 8818176, 6500608, 2061, 1983, 1995
106542, 8818432, 6502144, 2063, 1982, 2000
106581, 8818432, 6502144, 2063, 1981, 2003
106621, 8818432, 6502144, 2064, 1981, 2000
106660, 8818688, 6502400, 2064, 1984, 1998
106700, 8818688, 6501888, 2061, 1985, 1997
106739, 8818944, 6501632, 2060, 1983, 1994
106779, 8818944, 6502400, 2059, 1983, 1992
106818, 8818944, 6501888, 2061, 1986, 1994
106858, 8818432, 6502400, 2064, 1986, 1991
106898, 8818944, 6501888, 2066, 1984, 1991
106937, 8819200, 6502656, 2068, 1982, 1995
106977, 8818944, 6502144, 2062, 1984, 1993
107016, 8818944, 6502656, 2059, 1984, 1996
107056, 8819200, 6501888, 2064, 1983, 1996
107095, 8819456, 6502400, 2062, 1983, 1994
107134, 8819712, 6502400, 2059, 1981, 1997
107174, 8819200, 6502144, 2061, 1982, 1993
107214, 8819456, 6502144, 2064, 1981, 1996
107253, 8819712, 6502656, 2064, 1982, 1992
107293, 8819712, 6501632, 2068, 1983, 1995
107333, 8819456, 6501888, 2064, 1983, 1989
107372, 8820224, 6501888, 2068, 1983, 1990
107411, 8819456, 6502400, 2069, 1982, 1990
107451, 8819968, 6502400, 2066, 1984, 2000
107490, 8819712, 6501888, 2061, 1986, 2037
107530, 8819456, 6502144, 2057, 1981, 1947
107569, 8819712, 6501888, 2060, 1965, 1979
107609, 8819968, 6502144, 2051, 2001, 2020
107648, 8819456, 6501632, 2062, 1993, 2000
107687, 8819712, 6502656, 2064, 1981, 1986
107727, 8819712, 6502400, 2064, 1980, 2000
107767, 8819456, 6502400, 2061, 1987, 1993
107807, 8819712, 6502144, 2059, 1986, 1986
107846, 8819968, 6502144, 2059, 1983, 1988
107886, 8819456, 6502400, 2055, 1995, 1987
107925, 8819712, 6502144, 2052, 1989, 1983
107964, 8819456, 6501888, 2058, 1988, 1987
108004, 8819712, 6502656, 2076, 1981, 1996
108043, 8819968, 6501888, 2072, 1990, 1991
108083, 8819968, 6501888, 2074, 1985, 1989
108122, 8819968, 6502656, 2067, 1986, 1990
108162, 8820480, 6502144, 2064, 1987, 1988
108201, 8820224, 6503168, 2064, 1987, 1989
108242, 8819968, 6502400, 2058, 1987, 1993
108281, 8819968, 6502656, 2060, 1991, 1998
108320, 8820224, 6502400, 2064, 1981, 1991
108360, 8819968, 6502656, 2063, 1984, 1992
108399, 8820480, 6502656, 2062, 1987, 1994
108439, 8820224, 6501888, 2064, 1988, 1994
108478, 8820224, 6502656, 2066, 1983, 1992
108518, 8820224, 6501888, 2075, 1986, 1996
108557, 8820224, 6503168, 2060, 1990, 1995
108597, 8820736, 6502912, 2068, 1983, 1996
108636, 8819968, 6502144, 2064, 1986, 1999
108676, 8820224, 6501888, 2062, 1991, 2004
108716, 8820224, 6502656, 2087, 1983, 1983
108755, 8819968, 6502656, 2071, 1966, 1987
108795, 8819968, 6502144, 2063, 1995, 2001
108834, 8819200, 6502656, 2071, 1985, 1980
108874, 8819456, 6502144, 2067, 2003, 1995
108913, 8819200, 6501888, 2063, 1971, 1987
108953, 8818944, 6501376, 2063, 1984, 2002
108992, 8818688, 6501632, 2063, 1993, 1983
109032, 8818688, 6501632, 2064, 1983, 1990
109071, 8819200, 6501888, 2064, 1983, 1994
109110, 8819456, 6502656, 2064, 1987, 1983
109150, 8819456, 6502144, 2063, 1990, 1994
109190, 8819712, 6502400, 2064, 1980, 1993
109229, 8819968, 6502144, 2064, 1985, 1994
109268, 8819968, 6502400, 2067, 1989, 1987
109307, 8819712, 6502400, 2064, 1983, 1992
109347, 8820224, 6502400, 2064, 1985, 1994
109386, 8820224, 6502656, 2064, 1987, 1987
109426, 8820224, 6502912, 2064, 1985, 1991
109465, 8820480, 6502656, 2064, 1983, 1991
109504, 8820480, 6502400, 2064, 1988, 1991
109543, 8820480, 6502912, 2064, 1990, 1991
109583, 8820736, 6503168, 2064, 1984, 1991
109623, 8820992, 6503168, 2064, 1994, 1992
109662, 8821248, 6503424, 2065, 1988, 1989
109701, 8820480, 6503168, 2064, 1985, 1993
109741, 8820992, 6503168, 2064, 1985, 1991
109780, 8821248, 6502912, 2064, 1987, 1991
109819, 8821248, 6503680, 2064, 1985, 1994
109858, 8821504, 6502656, 2065, 1984, 1991
109898, 8821248, 6503424, 2065, 1988, 1989
109937, 8821504, 6502912, 2064, 1987, 1992
109976, 8821504, 6502656, 2064, 1985, 1994
110016, 8822016, 6503680, 2063, 1985, 1991
110056, 8821760, 6503168, 2064, 1989, 1993
110095, 8821504, 6503424, 2063, 1984, 1993
110135, 8822016, 6503424, 2063, 1984, 1992
110174, 8822272, 6503424, 2064, 1987, 1990
110214, 8821760, 6503168, 2065, 1987, 1992
110253, 8822272, 6504192, 2064, 1983, 1991
110293, 8822272, 6503424, 2064, 1987, 1990
110332, 8822016, 6503168, 2064, 1987, 1991
110372, 8822528, 6503424, 2064, 1986, 1992
110411, 8822016, 6503168, 2064, 1985, 1991
110450, 8822272, 6503680, 2064, 1988, 1988
110490, 8822272, 6502656, 2064, 1987, 1993
110530, 8823040, 6503424, 2065, 1987, 1990
110570, 8822272, 6503680, 2064, 1987, 1993
110609, 8822784, 6503936, 2064, 1985, 1991
110649, 8823296, 6503424, 2063, 1986, 1992
110688, 8822784, 6503680, 2062, 1983, 1991
110727, 8823040, 6504448, 2064, 1987, 1986
110767, 8823296, 6503680, 2064, 1986, 1989
110806, 8822784, 6503168, 2063, 1984, 1994
110846, 8823296, 6503424, 2064, 1985, 1992
110885, 8823296, 6503936, 2067, 1987, 1991
110925, 8823552, 6503424, 2068, 1984, 1991
110964, 8823552, 6503936, 2063, 1986, 1975
111007, 8823552, 6504448, 2064, 1986, 1991
111046, 8823296, 6503936, 2064, 1985, 1990
111085, 8823808, 6503680, 2065, 1987, 1990
111125, 8823552, 6504192, 2063, 1986, 1990
111165, 8823296, 6503936, 2064, 1986, 1990
111204, 8823808, 6504960, 2064, 1985, 1991
111243, 8823552, 6503424, 2064, 1986, 1991
111283, 8823552, 6504448, 2064, 1986, 1991
111322, 8823552, 6504192, 2065, 1985, 1989
111362, 8823808, 6503936, 2064, 1986, 1991
111401, 8824064, 6503424, 2064, 1984, 1992
111442, 8823808, 6505472, 2064, 1988, 1992
111481, 8824320, 6504192, 2065, 1986, 1988
111520, 8824064, 6503680, 2063, 1986, 1990
111560, 8824064, 6503936, 2061, 1986, 1992
111599, 8824064, 6503936, 2065, 1988, 1992
111639, 8824064, 6504448, 2064, 1985, 1990
111678, 8824320, 6504192, 2066, 1985, 1991
111717, 8824064, 6504704, 2065, 1986, 1988
111757, 8824064, 6504448, 2064, 1986, 1993
111797, 8824320, 6504704, 2063, 1985, 1993
111836, 8824064, 6504704, 2062, 1985, 1989
111875, 8824576, 6503680, 2064, 1987, 1993
111916, 8824576, 6504448, 2064, 1981, 1990
111955, 8824576, 6505216, 2063, 1983, 1988
111995, 8824320, 6505472, 2064, 1984, 2000
112034, 8824832, 6504960, 2064, 1986, 1991
112074, 8824832, 6505472, 2064, 1986, 1990
112113, 8824832, 6504704, 2064, 1985, 1991
112152, 8824832, 6504192, 2064, 1986, 1991
112192, 8825088, 6504704, 2063, 1987, 1990
112231, 8825088, 6505216, 2064, 1987, 1989
112271, 8824832, 6504960, 2064, 1983, 1992
112310, 8825088, 6504704, 2064, 1986, 1991
112350, 8825600, 6504192, 2065, 1988, 1991
112390, 8825344, 6504704, 2064, 1986, 1992
112429, 8825344, 6505472, 2065, 1984, 1988
112469, 8825344, 6504960, 2062, 1988, 1990
112508, 8825600, 6504192, 2064, 1982, 1993
112547, 8825600, 6505472, 2064, 1985, 1993
112587, 8825856, 6505216, 2064, 1986, 1987
112626, 8825344, 6504960, 2064, 1987, 1989
112666, 8825600, 6504704, 2058, 1984, 1989
112706, 8825856, 6505216, 2064, 1986, 1992
112745, 8825856, 6505216, 2064, 1987, 1991
112784, 8825856, 6504448, 2064, 1986, 1993
112824, 8825856, 6504960, 2064, 1985, 1990
112864, 8826112, 6504704, 2065, 1985, 1988
112903, 8826112, 6505472, 2063, 1986, 1989
112942, 8825856, 6505216, 2066, 1988, 1991
112982, 8826368, 6504960, 2064, 1985, 1991
113021, 8825856, 6505984, 2064, 1987, 1992
113061, 8825856, 6505472, 2064, 1984, 1991
113100, 8826112, 6505728, 2064, 1987, 1993
113139, 8826112, 6504960, 2063, 1986, 1991
113179, 8826368, 6506240, 2064, 1987, 1993
113218, 8826112, 6505728, 2064, 1984, 1991
113257, 8826624, 6505472, 2064, 1987, 1993
113297, 8827136, 6506240, 2064, 1988, 1991
113337, 8826624, 6505216, 2065, 1986, 1991
113376, 8826624, 6505728, 2065, 1985, 1990
113415, 8826368, 6505984, 2064, 1985, 1993
113455, 8826368, 6505984, 2064, 1987, 2001
113494, 8827136, 6505472, 2061, 1988, 1989
113533, 8826368, 6506752, 2064, 1984, 1990
113573, 8827392, 6506496, 2064, 1984, 1989
113612, 8827136, 6506240, 2064, 1987, 1991
113651, 8826880, 6506240, 2064, 1986, 1991
113691, 8827136, 6506496, 2064, 1985, 1991
113731, 8826880, 6506752, 2064, 1986, 1993
113770, 8826880, 6506240, 2064, 1984, 1991
113810, 8827136, 6506496, 2064, 1985, 1994
113849, 8827392, 6506496, 2064, 1987, 1987
113889, 8827648, 6506752, 2060, 1985, 1991
113929, 8827648, 6507264, 2064, 1986, 1990
113968, 8827648, 6506752, 2063, 1987, 1992
114007, 8827136, 6506240, 2064, 1986, 1991
114047, 8827648, 6506496, 2064, 1984, 1991
114086, 8827392, 6506240, 2064, 1987, 1992
114126, 8827648, 6506496, 2064, 1987, 1988
114165, 8827904, 6506496, 2063, 1985, 1994
114205, 8827648, 6507264, 2064, 1986, 1993
114245, 8827904, 6506752, 2064, 1996, 1992
114285, 8827904, 6506496, 2063, 1986, 1991
114324, 8827904, 6507264, 2064, 1991, 1993
114364, 8828160, 6506752, 2064, 1986, 1989
114403, 8828160, 6505984, 2064, 1986, 1992
114443, 8828160, 6507008, 2064, 1983, 1994
114482, 8828160, 6506752, 2064, 1987, 1991
114522, 8827904, 6505728, 2064, 1987, 1991
114561, 8827904, 6506752, 2064, 1985, 1991
114601, 8827904, 6506752, 2065, 1987, 1991
114640, 8828416, 6506752, 2065, 1988, 1979
114680, 8828928, 6506496, 2062, 1985, 1988
114720, 8828160, 6507264, 2063, 1986, 1995
114759, 8828672, 6507264, 2064, 1984, 1990
114799, 8828416, 6507008, 2062, 1986, 1991
114838, 8828160, 6506496, 2064, 1985, 1992
114878, 8828672, 6507264, 2064, 1986, 1988
114917, 8828672, 6506752, 2065, 1987, 1991
114957, 8828928, 6506496, 2065, 1986, 1997
114996, 8828672, 6506752, 2065, 1987, 1991
115036, 8828672, 6506496, 2064, 1985, 1990
115075, 8828416, 6506496, 2066, 1987, 1993
115115, 8828928, 6507008, 2063, 1986, 1987
115155, 8828928, 6507520, 2065, 1986, 1994
115194, 8829184, 6507008, 2064, 1986, 1988
115234, 8828928, 6507008, 2064, 1986, 1992
115273, 8829184, 6506752, 2064, 1986, 1992
115313, 8828928, 6507264, 2065, 1985, 1989
115352, 8829184, 6507008, 2064, 1985, 1988
115392, 8829184, 6507008, 2064, 1985, 1992
115432, 8829440, 6507008, 2064, 1986, 1988
115471, 8828928, 6507776, 2065, 1987, 1991
115511, 8829184, 6507264, 2064, 1985, 1993
115550, 8829184, 6507520, 2064, 1987, 1989
115591, 8829184, 6507008, 2063, 1987, 1991
115630, 8829184, 6507520, 2066, 1984, 1988
115670, 8829184, 6507520, 2063, 1986, 1991
115709, 8829440, 6507776, 2064, 1988, 1991
115749, 8829184, 6507776, 2065, 1986, 1992
115790, 8829952, 6507264, 2063, 1987, 1991
115830, 8830208, 6507520, 2064, 1986, 1989
115870, 8829696, 6507264, 2065, 1985, 1989
115909, 8830208, 6507008, 2063, 1985, 1990
115949, 8829696, 6507264, 2062, 1983, 1993
115988, 8830464, 6508032, 2064, 1990, 1992
116028, 8830208, 6507520, 2063, 1995, 1991
116068, 8830208, 6507520, 2064, 1985, 1993
116107, 8830464, 6507264, 2066, 1977, 1986
116147, 8830720, 6507776, 2062, 2011, 1993
116186, 8829696, 6507264, 2067, 1995, 2010
116226, 8830208, 6507264, 2090, 1969, 2019
116265, 8829696, 6508032, 2080, 2016, 2014
116305, 8829696, 6507264, 2065, 1981, 2010
116345, 8830208, 6508032, 2051, 1994, 1993
116384, 8830208, 6507520, 2058, 1981, 1980
116424, 8830464, 6508288, 2047, 1987, 1969
116463, 8829952, 6507776, 2051, 1980, 1965
116503, 8830208, 6507520, 2055, 1983, 1950
116543, 8830464, 6508032, 2059, 1982, 1948
116582, 8829696, 6507520, 2045, 1980, 1947
116622, 8829696, 6508032, 2050, 1971, 1954
116661, 8829696, 6506752, 2041, 1968, 1951
116700, 8829440, 6507520, 2035, 1965, 1955
116740, 8829696, 6506496, 2037, 1972, 1946
116779, 8829440, 6507008, 2039, 1968, 1947
116819, 8829440, 6507264, 2041, 1954, 1961
116858, 8829440, 6507008, 2039, 1948, 1959
116897, 8829696, 6507520, 2033, 1949, 1966
116937, 8829696, 6507520, 2038, 1942, 1968
116977, 8829952, 6507776, 2030, 1939, 1963
