bits, TICKS
0, 106081662 
0, 106112351 
0, 106143039 
0, 106173728 
0, 106204416 
0, 106235104 
0, 106265791 
0, 106296480 
0, 106327168 
0, 106357857 
0, 106388546 
0, 106419234 
0, 106449922 
0, 106480611 
0, 106511300 
0, 106541988 
0, 106572677 
0, 106603366 
0, 106634054 
0, 106664741 
0, 106695430 
0, 106726118 
0, 106756807 
0, 106787496 
0, 106818184 
0, 106848872 
0, 106879561 
0, 106910250 
0, 106940938 
0, 106971626 
0, 107002315 
0, 107028336 
0, 107059028 
0, 107089718 
0, 107120407 
0, 107151095 
0, 107181783 
0, 107212472 
0, 107243161 
0, 107273849 
0, 107304537 
0, 107335226 
0, 107365915 
0, 107396603 
0, 107427291 
0, 107457980 
0, 107488669 
0, 107519357 
0, 107550045 
0, 107580734 
0, 107611423 
0, 107642111 
0, 107672799 
0, 107703488 
0, 107734177 
0, 107764866 
0, 107795554 
0, 107826243 
0, 107856932 
0, 107887621 
0, 107918309 
0, 107948997 
0, 107979686 
0, 108010375 
0, 108041063 
0, 108071752 
0, 108097617 
0, 108128305 
0, 108158994 
0, 108189684 
0, 108220374 
0, 108251063 
0, 108281752 
0, 108312442 
0, 108343132 
0, 108373821 
0, 108404510 
0, 108435200 
0, 108465890 
0, 108496579 
0, 108527268 
0, 108557958 
0, 108588648 
0, 108619337 
0, 108650026 
0, 108680716 
0, 108711406 
0, 108742095 
0, 108772784 
0, 108803474 
0, 108834164 
0, 108864854 
0, 108895543 
0, 108926233 
0, 108956923 
0, 108987613 
0, 109018302 
0, 109048991 
0, 109079681 
0, 109110371 
0, 109136390 
0, 109167080 
0, 109197770 
0, 109228459 
0, 109259148 
0, 109289838 
0, 109320528 
0, 109351217 
0, 109381906 
0, 109412596 
0, 109443286 
0, 109473975 
0, 109504664 
0, 109535354 
0, 109566044 
0, 109596733 
0, 109627422 
0, 109658112 
0, 109688802 
0, 109719491 
0, 109750180 
0, 109780870 
0, 109811560 
0, 109842249 
0, 109872938 
0, 109903628 
0, 109934318 
0, 109965007 
0, 109995696 
0, 110026386 
0, 110057076 
0, 110087766 
0, 110118455 
0, 110149144 
0, 110175164 
0, 110205856 
0, 110236545 
0, 110267233 
0, 110297923 
0, 110328611 
0, 110359299 
0, 110389988 
0, 110420677 
0, 110451365 
0, 110482052 
0, 110512741 
0, 110543430 
0, 110574117 
0, 110604805 
0, 110635494 
0, 110666183 
0, 110696871 
0, 110727559 
0, 110758248 
0, 110788937 
0, 110819625 
0, 110850313 
0, 110881002 
0, 110911691 
0, 110942379 
0, 110973067 
0, 111003756 
0, 111034445 
0, 111065132 
0, 111095819 
0, 111126508 
0, 111157197 
0, 111187886 
0, 111213905 
0, 111244598 
0, 111275288 
0, 111305976 
0, 111336664 
0, 111367352 
0, 111398042 
0, 111428730 
0, 111459418 
0, 111490107 
0, 111520796 
0, 111551484 
0, 111582172 
0, 111612861 
0, 111643550 
0, 111674237 
0, 111704925 
0, 111735614 
0, 111766303 
0, 111796991 
0, 111827679 
0, 111858368 
0, 111889057 
0, 111919745 
0, 111950433 
0, 111981122 
0, 112011811 
0, 112042499 
0, 112073187 
0, 112103876 
0, 112134565 
0, 112165252 
0, 112195939 
0, 112226628 
0, 112252648 
0, 112283338 
0, 112314030 
0, 112344717 
0, 112375407 
0, 112406095 
0, 112436783 
0, 112467472 
0, 112498161 
0, 112528849 
0, 112559537 
0, 112590226 
0, 112620915 
0, 112651603 
0, 112682290 
0, 112712979 
0, 112743668 
0, 112774356 
0, 112805044 
0, 112835733 
0, 112866422 
0, 112897110 
0, 112927798 
0, 112958487 
0, 112989176 
0, 113019864 
0, 113050552 
0, 113081240 
0, 113111930 
0, 113142618 
0, 113173306 
0, 113203995 
0, 113234684 
0, 113265372 
0, 113291391 
0, 113322084 
0, 113352774 
0, 113383462 
0, 113414151 
0, 113444839 
0, 113475529 
0, 113506217 
0, 113536905 
0, 113567594 
0, 113598283 
0, 113628971 
0, 113659659 
0, 113690348 
0, 113721037 
0, 113751725 
0, 113782413 
0, 113813102 
0, 113843791 
0, 113874479 
0, 113905167 
0, 113935856 
0, 113966545 
0, 113997233 
0, 114027921 
0, 114058610 
0, 114089299 
0, 114119987 
0, 114150675 
0, 114181364 
0, 114212053 
0, 114242740 
0, 114273428 
0, 114304117 
0, 114330137 
0, 114360827 
0, 114391520 
0, 114422210 
0, 114452898 
0, 114483587 
0, 114514276 
0, 114544965 
0, 114575654 
0, 114606342 
0, 114637029 
0, 114667718 
0, 114698407 
0, 114729095 
0, 114759783 
0, 114790472 
0, 114821161 
0, 114851849 
0, 114882537 
0, 114913226 
0, 114943915 
0, 114974603 
0, 115005291 
0, 115035980 
0, 115066669 
0, 115097357 
0, 115128045 
0, 115158734 
0, 115189423 
0, 115220111 
0, 115250798 
0, 115281487 
0, 115312176 
0, 115342864 
0, 115368881 
0, 115399572 
0, 115430264 
0, 115460950 
0, 115491640 
0, 115522329 
0, 115553017 
0, 115583705 
0, 115614394 
0, 115645083 
0, 115675772 
0, 115706460 
0, 115737149 
0, 115767838 
0, 115798527 
0, 115829215 
0, 115859903 
0, 115890592 
0, 115921281 
0, 115951969 
0, 115982657 
0, 116013346 
0, 116044034 
0, 116074720 
0, 116105409 
0, 116136098 
0, 116166787 
0, 116197475 
0, 116228163 
0, 116258852 
0, 116289541 
0, 116320229 
0, 116350917 
0, 116381606 
0, 116412295 
0, 116438312 
0, 116469003 
0, 116499696 
0, 116530385 
0, 116561073 
0, 116591762 
0, 116622451 
0, 116653138 
0, 116683826 
0, 116714515 
0, 116745204 
0, 116775893 
0, 116806581 
0, 116837270 
0, 116867959 
0, 116898648 
0, 116929336 
0, 116960024 
0, 116990713 
0, 117021402 
0, 117052090 
0, 117082778 
0, 117113467 
0, 117144156 
0, 117174844 
0, 117205532 
0, 117236221 
0, 117266910 
0, 117297598 
0, 117328286 
0, 117358975 
0, 117389664 
0, 117420352 
0, 117451040 
0, 117477060 
0, 117507750 
0, 117538442 
0, 117569132 
0, 117599821 
0, 117630509 
0, 117661197 
0, 117691886 
0, 117722575 
0, 117753263 
0, 117783951 
0, 117814640 
0, 117845329 
0, 117876017 
0, 117906705 
0, 117937394 
0, 117968083 
0, 117998772 
0, 118029460 
0, 118060148 
0, 118090837 
0, 118121526 
0, 118152214 
0, 118182902 
0, 118213591 
0, 118244280 
0, 118274968 
0, 118305656 
0, 118336345 
0, 118367034 
0, 118397722 
0, 118428410 
0, 118459099 
0, 118489788 
0, 118515808 
0, 118546501 
0, 118577191 
0, 118607879 
0, 118638567 
0, 118669256 
0, 118699945 
0, 118730633 
0, 118761321 
0, 118792010 
0, 118822699 
0, 118853387 
0, 118884075 
0, 118914764 
0, 118945453 
0, 118976141 
0, 119006829 
0, 119037518 
0, 119068207 
0, 119098896 
0, 119129584 
0, 119160273 
0, 119190962 
0, 119221651 
0, 119252339 
0, 119283027 
0, 119313716 
0, 119344405 
0, 119375093 
0, 119405781 
0, 119436470 
0, 119467159 
0, 119497847 
0, 119528535 
0, 119554555 
0, 119585245 
0, 119615937 
0, 119646627 
0, 119677316 
0, 119708004 
0, 119738692 
0, 119769381 
0, 119800070 
0, 119830758 
0, 119861446 
0, 119892135 
0, 119922824 
0, 119953512 
0, 119984200 
0, 120014889 
0, 120045578 
0, 120076266 
0, 120106954 
0, 120137643 
0, 120168332 
0, 120199021 
25, 120229709 
0, 120260450 
0, 120291138 
0, 120321828 
0, 120352516 
0, 120383203 
0, 120413892 
0, 120444581 
0, 120475269 
0, 120505957 
0, 120536646 
0, 120567334 
0, 120593354 
0, 120624047 
0, 120654737 
0, 120685425 
0, 120716113 
0, 120746802 
0, 120777491 
0, 120808179 
0, 120838867 
0, 120869556 
0, 120900245 
0, 120930933 
0, 120961621 
0, 120992310 
0, 121022999 
0, 121053687 
0, 121084375 
0, 121115064 
0, 121145752 
0, 121176441 
0, 121207129 
0, 121237818 
0, 121268507 
0, 121299195 
0, 121329883 
0, 121360572 
0, 121391261 
0, 121421950 
0, 121452638 
0, 121483327 
0, 121514016 
0, 121544704 
0, 121575393 
0, 121606081 
0, 121632101 
0, 121662786 
0, 121693475 
0, 121724165 
0, 121754855 
0, 121785544 
0, 121816233 
0, 121846923 
0, 121877613 
0, 121908302 
0, 121938991 
0, 121969681 
0, 122000371 
0, 122031060 
0, 122061747 
0, 122092437 
0, 122123127 
0, 122153816 
0, 122184505 
0, 122215195 
0, 122245885 
0, 122276574 
0, 122307263 
0, 122337953 
0, 122368643 
0, 122399332 
0, 122430021 
0, 122460709 
0, 122491399 
0, 122522089 
0, 122552778 
0, 122583468 
0, 122614158 
0, 122644848 
0, 122670868 
0, 122701559 
0, 122732252 
0, 122762941 
0, 122793630 
0, 122824320 
0, 122855010 
0, 122885699 
0, 122916388 
0, 122947078 
0, 122977768 
0, 123008457 
0, 123039146 
0, 123069836 
0, 123100526 
0, 123131213 
0, 123161900 
0, 123192590 
0, 123223280 
0, 123253969 
0, 123284658 
0, 123315348 
0, 123346038 
0, 123376727 
0, 123407416 
0, 123438106 
0, 123468796 
0, 123499485 
0, 123530174 
0, 123560864 
0, 123591554 
0, 123622243 
0, 123652930 
0, 123683620 
0, 123709640 
0, 123740329 
0, 123771018 
0, 123801708 
0, 123832398 
0, 123863087 
0, 123893776 
0, 123924466 
0, 123955156 
0, 123985845 
0, 124016534 
0, 124047220 
0, 124077909 
0, 124108597 
0, 124139285 
0, 124169974 
0, 124200663 
0, 124231350 
0, 124262037 
0, 124292726 
0, 124323415 
0, 124354102 
0, 124384789 
0, 124415478 
0, 124446167 
0, 124476855 
0, 124507543 
0, 124538232 
0, 124568921 
0, 124599609 
0, 124630297 
0, 124660986 
0, 124691675 
0, 124722363 
0, 124753051 
0, 124779069 
0, 124809759 
0, 124840450 
0, 124871142 
0, 124901832 
0, 124932521 
0, 124963209 
0, 124993897 
0, 125024586 
0, 125055275 
0, 125085963 
0, 125116651 
0, 125147339 
0, 125178029 
0, 125208717 
0, 125239405 
0, 125270094 
0, 125300783 
0, 125331471 
0, 125362159 
0, 125392848 
0, 125423537 
0, 125454225 
0, 125484912 
0, 125515601 
0, 125546289 
0, 125576978 
0, 125607666 
0, 125638355 
0, 125669044 
0, 125699732 
0, 125730420 
0, 125761109 
0, 125791798 
0, 125817818 
0, 125848509 
0, 125879202 
0, 125909892 
0, 125940580 
0, 125971268 
0, 126001957 
0, 126032646 
0, 126063333 
0, 126094020 
0, 126124709 
0, 126155398 
0, 126186086 
0, 126216774 
0, 126247463 
0, 126278152 
0, 126308840 
0, 126339528 
0, 126370217 
0, 126400906 
0, 126431594 
0, 126462282 
0, 126492971 
0, 126523660 
0, 126554347 
0, 126585035 
0, 126615724 
0, 126646413 
0, 126677100 
0, 126707788 
0, 126738477 
0, 126769166 
0, 126799854 
0, 126830542 
0, 126856563 
0, 126887255 
0, 126917944 
0, 126948633 
0, 126979322 
0, 127010011 
0, 127040699 
0, 127071388 
0, 127102077 
0, 127132766 
0, 127163454 
0, 127194142 
0, 127224831 
0, 127255520 
0, 127286208 
0, 127316896 
0, 127347585 
0, 127378274 
0, 127408962 
0, 127439650 
0, 127470339 
0, 127501028 
0, 127531716 
0, 127562404 
0, 127593093 
0, 127623782 
0, 127654470 
0, 127685158 
0, 127715847 
0, 127746536 
0, 127777224 
0, 127807912 
0, 127838601 
0, 127869290 
0, 127895310 
0, 127926001 
0, 127956694 
0, 127987383 
0, 128018071 
0, 128048764 
0, 128079456 
0, 128110149 
0, 128140840 
0, 128171530 
0, 128202223 
0, 128232913 
0, 128263605 
0, 128294296 
0, 128324988 
0, 128355680 
0, 128386371 
0, 128417063 
0, 128447753 
0, 128478446 
0, 128509137 
0, 128539828 
0, 128570520 
0, 128601212 
0, 128631904 
0, 128662593 
0, 128693286 
0, 128723978 
0, 128754670 
0, 128785361 
0, 128816051 
0, 128846744 
0, 128877433 
0, 128908125 
0, 128934148 
0, 128964840 
0, 128995532 
0, 129026224 
0, 129056917 
0, 129087608 
0, 129118297 
0, 129148990 
0, 129179680 
0, 129210372 
0, 129241063 
0, 129271755 
0, 129302447 
0, 129333139 
0, 129363831 
0, 129394521 
0, 129425214 
0, 129455906 
0, 129486598 
0, 129517289 
0, 129547979 
0, 129578672 
0, 129609361 
0, 129640053 
0, 129670745 
0, 129701438 
0, 129732129 
0, 129762818 
0, 129793511 
0, 129824201 
0, 129854893 
0, 129885584 
0, 129916276 
0, 129946968 
0, 129972990 
0, 130003679 
0, 130034371 
0, 130065062 
0, 130095749 
0, 130126442 
0, 130157131 
0, 130187820 
0, 130218512 
0, 130249204 
0, 130279897 
0, 130310588 
0, 130341277 
0, 130371970 
0, 130402660 
0, 130433348 
0, 130464037 
0, 130494730 
0, 130525422 
0, 130556109 
0, 130586800 
0, 130617491 
0, 130648183 
0, 130678875 
0, 130709567 
0, 130740256 
0, 130770949 
0, 130801641 
0, 130832333 
0, 130863024 
0, 130893714 
0, 130924407 
0, 130955096 
0, 130985788 
0, 131011812 
0, 131042503 
0, 131073190 
0, 131103883 
0, 131134575 
0, 131165267 
0, 131195958 
0, 131226648 
0, 131257341 
0, 131288030 
0, 131318722 
0, 131349414 
0, 131380107 
0, 131410798 
0, 131441487 
0, 131472180 
0, 131502870 
0, 131533562 
0, 131564247 
0, 131594940 
0, 131625632 
0, 131656319 
0, 131687010 
0, 131717701 
0, 131748393 
0, 131779085 
0, 131809777 
0, 131840466 
0, 131871159 
0, 131901851 
0, 131932543 
0, 131963234 
0, 131993924 
0, 132024617 
0, 132055307 
0, 132081175 
0, 132111866 
0, 132142558 
0, 132173247 
0, 132203940 
0, 132234632 
0, 132265318 
0, 132296009 
0, 132326701 
0, 132357393 
0, 132388084 
0, 132418776 
0, 132449466 
0, 132480159 
0, 132510850 
0, 132541541 
0, 132572229 
0, 132602921 
0, 132633612 
0, 132664299 
0, 132694992 
0, 132725682 
0, 132756375 
0, 132787066 
0, 132817758 
0, 132848450 
0, 132879142 
0, 132909834 
0, 132940523 
0, 132971216 
0, 133001908 
0, 133032600 
0, 133063287 
0, 133093979 
0, 133120002 
0, 133150689 
0, 133181381 
0, 133212073 
0, 133242764 
0, 133273456 
0, 133304146 
0, 133334834 
0, 133365523 
0, 133396210 
0, 133426903 
0, 133457595 
0, 133488287 
0, 133518978 
0, 133549668 
0, 133580361 
0, 133611050 
0, 133641737 
0, 133672430 
0, 133703122 
0, 133733814 
0, 133764505 
0, 133795195 
0, 133825888 
0, 133856578 
0, 133887270 
34, 133917962 
0, 133948702 
0, 133979394 
0, 134010085 
0, 134040774 
0, 134071467 
0, 134102157 
205, 134132849 
529, 134158972 
1882, 134189762 
1737, 134220598 
1715, 134251439 
871, 134282279 
177, 134313072 
0, 134343863 
0, 134374554 
0, 134405249 
0, 134435943 
0, 134466634 
0, 134497323 
0, 134528015 
0, 134558707 
0, 134589399 
0, 134620092 
0, 134650784 
0, 134681477 
0, 134712168 
0, 134742862 
0, 134773556 
0, 134804248 
0, 134834940 
0, 134865631 
0, 134896326 
0, 134927020 
0, 134957711 
0, 134988402 
0, 135019094 
0, 135049786 
74, 135080479 
0, 135111220 
0, 135141910 
0, 135167934 
0, 135198625 
0, 135229317 
0, 135260009 
0, 135290702 
0, 135321393 
0, 135352087 
0, 135382781 
0, 135413473 
0, 135444165 
0, 135474852 
0, 135505544 
0, 135536233 
0, 135566921 
0, 135597615 
0, 135628309 
0, 135659001 
0, 135689693 
0, 135720384 
24, 135751079 
105, 135781821 
0, 135812611 
0, 135843302 
0, 135873994 
0, 135904686 
0, 135935377 
0, 135966069 
0, 135996763 
0, 136027455 
0, 136058147 
0, 136088838 
0, 136119533 
0, 136150227 
0, 136180919 
0, 136206939 
0, 136237631 
0, 136268324 
0, 136299015 
0, 136329706 
0, 136360398 
0, 136391090 
0, 136421782 
0, 136452475 
0, 136483167 
0, 136513860 
0, 136544551 
0, 136575240 
0, 136605933 
0, 136636627 
0, 136667318 
0, 136698009 
0, 136728701 
0, 136759393 
0, 136790085 
0, 136820778 
0, 136851470 
0, 136882163 
0, 136912854 
0, 136943548 
0, 136974242 
0, 137004934 
0, 137035626 
0, 137066317 
0, 137097012 
0, 137127706 
0, 137158397 
0, 137189088 
0, 137219780 
0, 137245803 
0, 137276494 
0, 137307185 
0, 137337880 
0, 137368574 
0, 137399265 
0, 137429956 
0, 137460648 
0, 137491340 
0, 137522032 
0, 137552725 
0, 137583417 
0, 137614110 
0, 137644801 
0, 137675495 
0, 137706189 
0, 137736881 
0, 137767573 
0, 137798264 
0, 137828959 
0, 137859653 
0, 137890344 
0, 137921035 
0, 137951727 
0, 137982419 
0, 138013111 
0, 138043804 
0, 138074496 
0, 138105189 
0, 138135880 
0, 138166574 
0, 138197268 
0, 138227960 
0, 138258652 
0, 138284674 
0, 138315369 
0, 138346061 
0, 138376752 
0, 138407445 
0, 138438139 
0, 138468831 
0, 138499523 
0, 138530214 
0, 138560909 
0, 138591603 
0, 138622294 
0, 138652985 
0, 138683677 
0, 138714369 
0, 138745061 
0, 138775754 
0, 138806446 
0, 138837139 
0, 138867830 
0, 138898524 
0, 138929218 
0, 138959910 
0, 138990602 
0, 139021293 
0, 139051988 
0, 139082682 
0, 139113373 
0, 139144064 
0, 139174756 
0, 139205448 
0, 139236140 
0, 139266833 
0, 139297525 
0, 139324776 
0, 139355467 
0, 139386159 
0, 139416851 
0, 139447543 
0, 139478235 
0, 139508929 
0, 139539621 
0, 139570314 
0, 139601005 
0, 139631699 
0, 139662393 
0, 139693085 
0, 139723777 
0, 139754468 
0, 139785163 
0, 139815857 
0, 139846548 
0, 139877239 
0, 139907931 
0, 139938623 
0, 139969315 
0, 140000008 
0, 140030700 
0, 140061393 
0, 140092084 
0, 140122778 
0, 140153472 
0, 140184164 
0, 140214856 
0, 140245547 
0, 140276242 
0, 140306936 
0, 140337627 
0, 140363650 
0, 140394339 
0, 140425030 
0, 140455719 
0, 140486411 
0, 140517103 
0, 140547795 
0, 140578488 
0, 140609180 
0, 140639873 
0, 140670565 
0, 140701256 
0, 140731949 
0, 140762643 
0, 140793335 
0, 140824027 
0, 140854718 
0, 140885413 
0, 140916107 
0, 140946798 
0, 140977489 
0, 141008181 
0, 141038873 
0, 141069565 
0, 141100258 
0, 141130950 
0, 141161643 
0, 141192330 
0, 141223021 
0, 141253711 
0, 141284404 
0, 141315097 
0, 141345788 
0, 141376480 
0, 141402502 
0, 141433190 
0, 141463882 
0, 141494575 
0, 141525266 
0, 141555955 
0, 141586648 
0, 141617342 
0, 141648033 
0, 141678724 
0, 141709416 
0, 141740108 
0, 141770801 
0, 141801494 
0, 141832186 
0, 141862879 
0, 141893571 
0, 141924262 
0, 141954954 
0, 141985648 
0, 142016340 
0, 142047028 
0, 142077719 
0, 142108411 
0, 142139103 
0, 142169795 
0, 142200488 
0, 142231180 
0, 142261873 
0, 142292564 
0, 142323258 
0, 142353952 
0, 142384644 
0, 142415336 
0, 142441355 
0, 142472045 
0, 142502736 
0, 142533427 
0, 142564119 
0, 142594811 
0, 142625503 
0, 142656191 
0, 142686884 
0, 142717576 
0, 142748268 
0, 142778959 
0, 142809654 
0, 142840348 
0, 142871039 
0, 142901730 
0, 142932422 
0, 142963114 
0, 142993807 
0, 143024500 
0, 143055190 
0, 143085882 
0, 143116575 
0, 143147266 
0, 143177960 
0, 143208654 
0, 143239346 
0, 143270038 
0, 143300729 
0, 143331424 
0, 143362113 
0, 143392801 
0, 143423493 
0, 143454185 
0, 143484879 
0, 143510746 
0, 143541439 
0, 143572131 
0, 143602823 
0, 143633514 
0, 143664204 
0, 143694892 
0, 143725584 
0, 143756277 
0, 143786969 
0, 143817662 
0, 143848353 
0, 143879047 
0, 143909741 
0, 143940433 
0, 143971125 
0, 144001816 
0, 144032511 
0, 144063200 
0, 144093889 
0, 144124582 
0, 144155274 
0, 144185967 
0, 144216659 
0, 144247350 
0, 144278042 
0, 144308736 
0, 144339428 
0, 144370120 
0, 144400811 
0, 144431506 
0, 144462195 
0, 144492888 
0, 144523579 
0, 144549601 
0, 144580292 
0, 144610983 
0, 144641675 
0, 144672367 
0, 144703059 
0, 144733752 
0, 144764444 
0, 144795137 
0, 144825828 
0, 144856522 
0, 144887216 
0, 144917908 
0, 144948600 
0, 144979291 
0, 145009986 
0, 145040680 
0, 145071371 
0, 145102062 
0, 145132750 
0, 145163442 
0, 145194130 
0, 145224824 
0, 145255518 
0, 145286210 
0, 145316903 
0, 145347594 
0, 145378288 
0, 145408982 
0, 145439674 
0, 145470366 
0, 145501057 
0, 145531752 
0, 145562446 
0, 145588465 
0, 145619158 
0, 145649852 
0, 145680543 
0, 145711234 
0, 145741926 
0, 145772618 
0, 145803310 
0, 145834003 
0, 145864695 
0, 145895388 
0, 145926079 
0, 145956773 
0, 145987467 
0, 146018159 
0, 146048851 
0, 146079542 
0, 146110237 
0, 146140931 
0, 146171622 
0, 146202313 
0, 146233001 
0, 146263689 
0, 146294380 
0, 146325074 
0, 146355768 
0, 146386460 
0, 146417153 
0, 146447844 
0, 146478539 
0, 146509233 
0, 146539925 
0, 146570617 
0, 146601308 
0, 146627334 
0, 146658026 
0, 146688718 
0, 146719412 
0, 146750104 
0, 146780796 
0, 146811487 
0, 146842182 
0, 146872876 
0, 146903567 
0, 146934258 
0, 146964950 
0, 146995642 
0, 147026334 
0, 147057027 
0, 147087719 
0, 147118412 
0, 147149103 
0, 147179797 
0, 147210491 
0, 147241183 
0, 147271875 
0, 147302566 
0, 147333261 
0, 147363955 
0, 147394646 
0, 147425337 
0, 147456029 
0, 147486721 
0, 147517414 
0, 147548107 
0, 147578799 
0, 147609492 
0, 147640184 
0, 147666206 
0, 147696900 
0, 147727595 
0, 147758288 
0, 147788979 
0, 147819671 
0, 147850363 
0, 147881054 
0, 147911746 
0, 147942440 
0, 147973132 
0, 148003824 
0, 148034515 
0, 148065210 
0, 148095904 
0, 148126595 
0, 148157286 
0, 148187978 
0, 148218670 
0, 148249362 
0, 148280055 
0, 148310747 
0, 148341440 
0, 148372131 
0, 148402825 
0, 148433519 
0, 148464211 
0, 148494903 
0, 148525594 
0, 148556289 
0, 148586983 
0, 148617674 
0, 148648365 
0, 148679057 
0, 148705080 
0, 148735771 
0, 148766462 
0, 148797157 
0, 148827851 
0, 148858542 
0, 148889233 
0, 148919925 
0, 148950617 
0, 148981309 
0, 149012002 
0, 149042694 
0, 149073387 
0, 149104078 
0, 149134772 
0, 149165466 
0, 149196158 
0, 149226850 
0, 149257541 
0, 149288236 
0, 149318930 
0, 149349621 
0, 149380312 
0, 149411004 
0, 149441696 
0, 149472388 
0, 149503081 
0, 149533773 
0, 149564466 
0, 149595157 
0, 149625851 
0, 149656545 
0, 149687237 
0, 149717929 
0, 149743952 
0, 149774644 
0, 149805336 
0, 149836027 
0, 149866719 
0, 149897413 
0, 149928105 
0, 149958797 
0, 149989488 
0, 150020183 
0, 150050877 
0, 150081568 
0, 150112259 
0, 150142951 
0, 150173643 
0, 150204335 
0, 150235023 
0, 150265712 
0, 150296405 
0, 150327096 
0, 150357787 
0, 150388479 
0, 150419171 
0, 150449863 
0, 150480556 
0, 150511248 
0, 150541941 
0, 150572632 
0, 150603326 
0, 150634015 
0, 150664704 
0, 150695397 
0, 150726088 
0, 150756780 
0, 150782802 
0, 150813496 
0, 150844188 
0, 150874880 
0, 150905573 
0, 150936266 
0, 150966957 
0, 150997649 
0, 151028341 
0, 151059032 
0, 151089724 
0, 151120418 
0, 151151110 
0, 151181798 
0, 151212489 
0, 151243181 
0, 151273873 
0, 151304565 
0, 151335253 
0, 151365942 
0, 151396635 
0, 151427326 
0, 151458017 
0, 151488709 
0, 151519401 
0, 151550093 
0, 151580786 
0, 151611478 
0, 151642171 
0, 151672862 
0, 151703556 
0, 151734250 
0, 151764942 
0, 151795634 
0, 151826325 
0, 151852349 
0, 151883042 
0, 151913736 
0, 151944430 
0, 151975122 
0, 152005815 
0, 152036506 
0, 152067196 
0, 152097889 
0, 152128583 
0, 152159274 
0, 152189965 
0, 152220657 
0, 152251349 
0, 152282041 
0, 152312734 
0, 152343426 
0, 152374115 
0, 152404807 
0, 152435498 
0, 152466193 
0, 152496887 
0, 152527578 
0, 152558269 
0, 152588961 
0, 152619653 
0, 152650345 
0, 152681033 
0, 152711726 
0, 152742418 
0, 152773110 
0, 152803801 
0, 152834496 
0, 152865190 
0, 152891214 
0, 152921906 
0, 152952599 
0, 152983290 
0, 153013981 
0, 153044673 
0, 153075365 
0, 153106058 
0, 153136751 
0, 153167443 
0, 153198136 
0, 153228828 
0, 153259519 
0, 153290211 
0, 153320905 
0, 153351597 
0, 153382289 
0, 153412980 
0, 153443675 
0, 153474369 
0, 153505060 
0, 153535749 
0, 153566441 
0, 153597130 
0, 153627821 
0, 153658513 
0, 153689207 
0, 153719899 
0, 153750591 
0, 153781282 
0, 153811977 
0, 153842671 
0, 153873362 
0, 153904053 
0, 153930076 
0, 153960770 
0, 153991461 
0, 154022156 
0, 154052845 
0, 154083538 
0, 154114229 
0, 154144921 
0, 154175613 
0, 154206304 
0, 154236991 
0, 154267684 
0, 154298378 
0, 154329070 
0, 154359762 
0, 154390454 
0, 154421146 
0, 154451834 
0, 154482526 
0, 154513219 
0, 154543911 
0, 154574604 
0, 154605295 
0, 154635989 
0, 154666683 
0, 154697375 
0, 154728067 
0, 154758758 
0, 154789453 
0, 154820147 
0, 154850838 
0, 154881529 
0, 154912221 
0, 154942913 
0, 154968936 
0, 154999629 
0, 155030322 
0, 155061010 
0, 155091698 
0, 155122391 
0, 155153083 
0, 155183775 
0, 155214466 
0, 155245156 
0, 155275844 
0, 155306536 
0, 155337224 
0, 155367917 
0, 155398609 
0, 155429302 
0, 155459993 
0, 155490688 
0, 155521382 
0, 155552074 
0, 155582766 
0, 155613457 
0, 155644152 
0, 155674841 
0, 155705534 
0, 155736225 
0, 155766917 
0, 155797609 
0, 155828300 
0, 155858992 
0, 155889686 
0, 155920378 
0, 155951070 
0, 155981761 
0, 156007787 
0, 156038479 
0, 156069171 
0, 156099865 
0, 156130557 
0, 156161249 
0, 156191940 
0, 156222635 
0, 156253324 
0, 156284012 
0, 156314704 
0, 156345396 
0, 156376089 
0, 156406780 
0, 156437474 
0, 156468168 
0, 156498860 
0, 156529552 
0, 156560243 
0, 156590933 
0, 156621626 
0, 156652315 
0, 156683003 
0, 156713696 
0, 156744388 
0, 156775081 
0, 156805772 
0, 156836466 
0, 156867160 
0, 156897852 
0, 156928544 
0, 156959235 
0, 156989930 
0, 157020624 
0, 157046646 
0, 157077338 
0, 157108031 
0, 157138722 
0, 157169413 
0, 157200105 
0, 157230797 
0, 157261489 
0, 157292182 
0, 157322874 
0, 157353567 
0, 157384258 
0, 157414952 
0, 157445646 
0, 157476338 
0, 157507030 
0, 157537721 
0, 157568416 
0, 157599110 
0, 157629801 
0, 157660492 
0, 157691184 
0, 157721876 
0, 157752569 
0, 157783262 
0, 157813954 
0, 157844647 
0, 157875339 
0, 157906030 
0, 157936722 
0, 157967416 
0, 157998108 
0, 158028800 
0, 158059491 
0, 158085517 
0, 158116209 
0, 158146901 
0, 158177595 
0, 158208287 
0, 158238979 
0, 158269670 
0, 158300365 
0, 158331059 
0, 158361750 
0, 158392441 
0, 158423133 
0, 158453825 
0, 158484517 
0, 158515210 
0, 158545902 
0, 158576595 
0, 158607286 
0, 158637980 
0, 158668674 
0, 158699366 
0, 158730058 
0, 158760749 
0, 158791444 
0, 158822138 
0, 158852829 
0, 158883520 
0, 158914212 
0, 158944904 
0, 158975597 
0, 159006290 
0, 159036981 
0, 159067673 
0, 159098365 
0, 159129057 
0, 159154926 
0, 159185620 
0, 159216314 
0, 159247007 
0, 159277699 
0, 159308392 
0, 159339083 
0, 159369777 
0, 159400471 
0, 159431163 
0, 159461855 
