X, Y, Z, TICKS
1983,2003,2088,12308201
1983,2005,2090,12309896
1984,2003,2089,12311591
1985,2005,2089,12328572
1983,2006,2090,12330269
1984,2003,2090,12331965
1980,2007,2089,12333661
1984,2002,2083,12335379
1985,2010,2092,12337075
1985,2007,2094,12338771
1979,2007,2089,12340467
1983,2006,2089,12342163
1985,2006,2089,12343859
1980,2008,2091,12345555
1982,2006,2091,12347251
1983,2005,2090,12348946
1985,2006,2091,12350641
1983,2007,2089,12352336
1983,2005,2089,12354052
1984,2005,2092,12355747
1984,2006,2090,12357442
1983,2006,2090,12359138
1984,2007,2093,12376056
1982,2010,2089,12377753
1984,2007,2091,12379448
1981,2007,2089,12381143
1987,2002,2091,12382838
1983,2006,2090,12384533
1984,2005,2090,12386228
1984,2002,2091,12387923
1984,2007,2089,12389618
1983,2005,2092,12391313
1985,2004,2092,12393008
1982,2006,2091,12394735
1983,2006,2091,12396431
1987,1999,2092,12398127
1985,2005,2090,12399823
1984,2005,2089,12401519
1985,2000,2083,12403215
1984,2005,2089,12404911
1983,2007,2089,12421868
1980,2007,2091,12423565
1984,2007,2091,12425260
1983,2007,2091,12426955
1983,2006,2091,12428650
1982,2006,2091,12430345
1988,2002,2090,12432040
1983,2005,2090,12433766
1982,2006,2089,12435461
1983,2005,2091,12437156
1982,2006,2091,12438851
1983,2007,2092,12440546
1983,2006,2092,12442241
1983,2006,2089,12443936
1983,2004,2089,12445631
1983,2006,2090,12447326
1983,2007,2090,12449021
1983,2007,2090,12450716
1987,2007,2091,12467696
1985,2007,2091,12469393
1985,2007,2091,12471088
1982,2004,2091,12472783
1983,2004,2090,12474496
1983,2006,2094,12476192
1983,2004,2090,12477888
1983,2005,2094,12479583
1984,2006,2090,12481278
1983,2007,2090,12482973
1982,2006,2092,12484668
1983,2005,2089,12486363
1983,2005,2091,12488058
1983,2005,2090,12489753
1983,2005,2090,12491448
1982,2007,2092,12493164
1983,2006,2088,12494859
1983,2007,2091,12496554
1984,2006,2091,12513534
1980,2007,2091,12515231
1986,2006,2094,12516926
1986,2006,2089,12518621
1983,2007,2096,12520316
1983,2005,2091,12522011
1981,2004,2087,12523706
1984,2007,2091,12525401
1984,2002,2081,12527096
1984,2009,2093,12528791
1983,2009,2091,12530486
1987,2007,2088,12532181
1985,2003,2091,12533897
1992,2006,2094,12535592
1984,2005,2087,12537287
1983,2008,2091,12538982
1985,2003,2088,12540677
1984,2007,2089,12542372
1983,2008,2089,12544066
1982,2006,2089,12561023
1982,2009,2089,12562720
1984,2004,2091,12564416
1983,2006,2089,12566112
1983,2003,2088,12567808
1980,2007,2091,12569504
1983,2007,2089,12571200
1985,2007,2090,12572925
1983,2006,2091,12574620
1985,2005,2091,12576315
1984,2006,2089,12578010
1983,2005,2090,12579705
1987,2005,2090,12581400
1985,2006,2089,12583095
1985,2005,2089,12584790
1983,2004,2090,12586485
1984,2006,2090,12588180
1983,2005,2089,12589875
1986,2005,2090,12606856
1983,2007,2089,12608552
1983,2005,2091,12610248
1985,2006,2091,12611964
1985,2008,2091,12613659
1987,2006,2091,12615354
1985,2009,2091,12617049
1983,2006,2092,12618744
1982,2005,2090,12620439
1983,2003,2079,12622134
1985,2006,2090,12623829
1983,2003,2092,12625524
1985,2003,2092,12627219
1986,2005,2090,12628914
1983,2005,2086,12630609
1976,2005,2089,12632326
1982,2007,2094,12634021
1982,2005,2089,12635716
1979,2003,2091,12652696
1983,2008,2091,12654393
1980,2007,2089,12656088
1985,2002,2091,12657783
1983,2001,2089,12659478
1982,2007,2089,12661173
1983,2010,2090,12662868
1983,2005,2091,12664563
1986,2003,2091,12666258
1982,2007,2093,12667953
1985,2007,2091,12669648
1984,2007,2091,12671343
1988,2005,2090,12673037
1983,2004,2088,12674731
1980,2005,2090,12676426
1983,2005,2090,12678121
1983,2007,2090,12679816
1983,2006,2089,12681511
1968,2009,2091,12683206
1983,2005,2088,12700124
1984,2006,2090,12701821
1983,2007,2091,12703517
1983,2005,2091,12705213
1983,2005,2092,12706909
1983,2003,2090,12708605
1983,2004,2091,12710301
1983,2006,2091,12712017
1983,2005,2088,12713713
1984,2005,2090,12715409
1983,2002,2093,12717105
1983,2006,2088,12718801
1987,2005,2090,12720497
1983,2006,2091,12722193
1983,2007,2090,12723889
1983,2005,2090,12725585
1985,2008,2090,12727281
1982,2006,2091,12728977
1985,2005,2091,12745957
1986,2006,2079,12747654
1985,2005,2091,12749349
1983,2006,2093,12751064
1978,2006,2091,12752759
1983,2010,2091,12754454
1983,2001,2090,12756149
1983,2005,2091,12757844
1981,2002,2089,12759539
1983,2005,2089,12761234
1983,2004,2088,12762929
1987,2006,2091,12764624
1985,2007,2091,12766319
1984,2003,2089,12768014
1983,2006,2090,12769709
1983,2004,2091,12771428
1983,2005,2090,12773124
1983,2004,2089,12774820
1983,2005,2090,12791800
1983,2007,2091,12793497
1983,2006,2088,12795193
1981,2006,2091,12796889
1983,2005,2091,12798585
1983,2007,2090,12800281
1983,2007,2091,12801977
1983,2007,2098,12803671
1983,2006,2091,12805366
1985,2003,2088,12807062
1986,2008,2093,12808758
1987,2005,2093,12810475
1984,2007,2091,12812171
1983,2005,2091,12813866
1984,2005,2089,12815561
1989,2006,2092,12817256
1983,2006,2091,12818951
1983,2005,2092,12820646
1983,2007,2092,12837603
1983,2006,2090,12839300
1983,2005,2091,12840995
1980,2006,2091,12842690
1983,2003,2091,12844385
1984,2009,2093,12846080
1983,2007,2093,12847775
1982,2005,2093,12849471
1987,2004,2088,12851187
1989,2011,2100,12852883
1983,2006,2089,12854578
1983,2004,2088,12856274
1983,2007,2091,12857970
1983,2006,2091,12859666
1984,2006,2094,12861362
1982,2007,2094,12863058
1985,2006,2093,12864754
1982,2005,2090,12866450
1985,2006,2090,12868146
1983,2006,2091,12885124
1985,2005,2091,12886821
1983,2007,2090,12888517
1983,2009,2092,12890245
1983,2006,2088,12891941
1982,2007,2090,12893636
1986,2006,2087,12895332
1983,2004,2089,12897028
1981,2007,2091,12898724
1983,2002,2087,12900420
1984,2006,2093,12902116
1980,2006,2091,12903812
1983,2007,2091,12905508
1983,2006,2090,12907204
1983,2006,2091,12908900
1981,2005,2091,12910617
1983,2006,2091,12912313
1985,2006,2091,12914009
1982,2005,2090,12930966
1985,2006,2090,12932663
1982,2006,2089,12934357
1981,2012,2089,12936052
1985,2002,2086,12937748
1983,2007,2090,12939444
1982,2005,2092,12941140
1983,2006,2091,12942836
1983,2008,2091,12944532
1983,2004,2088,12946228
1983,2007,2093,12947924
1983,2007,2091,12949652
1982,2006,2091,12951347
1984,2008,2089,12953042
1982,2006,2092,12954737
1990,2004,2091,12956432
1983,2005,2092,12958127
1985,2006,2091,12959822
1985,2006,2090,12976779
1983,2007,2090,12978476
1982,2004,2093,12980171
1978,2006,2091,12981867
1983,2001,2086,12983563
1983,2007,2090,12985259
1985,2005,2091,12986954
1983,1998,2092,12988649
1983,2006,2091,12990362
1983,2006,2094,12992058
1982,2007,2090,12993754
1983,2008,2092,12995450
1983,2005,2093,12997146
1983,2007,2091,12998841
1983,2006,2091,13000537
1982,2005,2090,13002233
1982,2007,2091,13003928
1988,2005,2091,13005623
1983,2007,2090,13007318
1983,2011,2088,13024260
1983,2007,2090,13025957
1983,2006,2090,13027653
1983,2007,2090,13029381
1985,2003,2088,13031076
1984,2006,2090,13032772
1983,2005,2091,13034468
1981,2007,2091,13036164
1983,2004,2091,13037860
1983,2005,2091,13039556
1983,2007,2091,13041252
1981,2006,2088,13042948
1983,2006,2091,13044644
1985,1986,2090,13046339
1985,2006,2090,13048035
1984,2005,2090,13049752
1985,2006,2090,13051448
1988,2005,2089,13053144
1980,2006,2090,13070100
1982,2006,2091,13071797
1983,2007,2091,13073492
1988,2006,2090,13075187
1983,2002,2087,13076882
1986,2005,2091,13078577
1984,2005,2091,13080272
1983,2006,2092,13081967
1982,2006,2091,13083662
1983,2018,2094,13085357
1982,2005,2093,13087052
1984,2005,2090,13088778
1983,2008,2090,13090473
1981,2009,2091,13092168
1996,2004,2091,13093863
1983,2006,2092,13095558
1983,2005,2092,13097253
1983,2005,2092,13098948
1983,2004,2091,13115905
1985,2009,2090,13117602
1983,2006,2089,13119297
1980,2006,2091,13120992
1983,2007,2094,13122687
1983,2007,2092,13124382
1983,2005,2088,13126077
1983,2005,2091,13127793
1983,2005,2090,13129488
1983,2007,2091,13131184
1983,2006,2096,13132880
1982,2007,2092,13134576
1979,2007,2089,13136272
1988,2006,2086,13137968
1983,2007,2091,13139664
1984,2007,2096,13141360
1983,2007,2090,13143056
1981,2004,2091,13144752
1983,2006,2079,13161731
1983,2010,2090,13163428
1983,2005,2091,13165124
1983,2008,2086,13166820
1979,2007,2091,13168549
1980,2006,2091,13170245
1980,2007,2087,13171941
1984,2006,2091,13173636
1983,2004,2090,13175332
1982,2006,2092,13177028
1982,2006,2088,13178724
1982,2006,2092,13180420
1983,2005,2091,13182116
1983,2006,2091,13183812
1985,2006,2091,13185508
1983,2007,2090,13187224
1979,2004,2092,13188919
1984,2004,2090,13190615
1985,2006,2088,13192310
1984,2005,2090,13209267
1983,2010,2090,13210964
1983,2005,2091,13212660
1985,2005,2089,13214355
1983,2004,2091,13216051
1983,2004,2090,13217747
1982,2006,2092,13219443
1983,2006,2091,13221139
1983,2005,2089,13222835
1983,2005,2089,13224531
1987,2006,2089,13226227
1983,2004,2091,13227955
1985,2006,2089,13229650
1983,2008,2090,13231346
1983,2005,2093,13233042
1983,2005,2090,13234738
1983,2006,2089,13236433
1981,2006,2089,13238129
1981,2005,2090,13255087
1980,2006,2092,13256785
1983,2006,2092,13258481
1980,2006,2092,13260177
1983,2003,2089,13261873
1982,2006,2093,13263569
1983,2003,2087,13265265
1983,2006,2091,13266982
1984,2005,2090,13268678
1962,2005,2089,13270374
1983,2007,2093,13272069
1982,2007,2092,13273765
1983,2006,2089,13275461
1983,2003,2090,13277157
1982,2004,2091,13278852
1984,2008,2089,13280547
1983,2006,2090,13282242
1981,2006,2090,13283937
1983,2006,2092,13300917
1978,2006,2090,13302614
1983,2007,2091,13304310
1980,2006,2093,13306006
1983,2004,2088,13307722
1980,2007,2090,13309418
1984,2005,2088,13311114
1982,2005,2093,13312810
1981,2006,2093,13314505
1983,2005,2090,13316200
1982,2006,2093,13317895
1983,2005,2090,13319590
1983,2004,2098,13321285
1983,2006,2092,13322980
1983,2005,2091,13324674
1983,2007,2091,13326390
1991,2005,2089,13328085
1983,2009,2090,13329780
1983,2005,2091,13331476
1983,2005,2090,13348395
1983,2007,2090,13350093
1981,2006,2095,13351789
1982,2008,2092,13353485
1982,2005,2089,13355181
1984,2010,2092,13356877
1982,2008,2092,13358573
1982,2005,2091,13360269
1982,2013,2088,13361965
1981,2005,2089,13363661
1983,2005,2093,13365357
1981,2007,2099,13367073
1983,2006,2096,13368769
1978,2007,2091,13370465
1983,2006,2088,13372161
1982,2007,2090,13373857
1983,2005,2091,13375553
1982,2006,2091,13377249
1982,2005,2091,13394206
1981,2007,2090,13395904
1983,2007,2091,13397600
1983,2006,2093,13399296
1983,2005,2089,13400992
1983,2006,2092,13402688
1982,2006,2091,13404384
1983,2005,2092,13406113
1986,2005,2090,13407809
1983,2006,2090,13409505
1981,2007,2091,13411200
1979,2005,2090,13412895
1983,2005,2092,13414590
1979,2006,2091,13416285
1983,2006,2094,13417980
1983,2006,2092,13419675
1984,2006,2091,13421370
1981,2007,2091,13423066
1984,2006,2090,13440046
1987,2005,2091,13441743
1982,2006,2090,13443438
1980,2004,2090,13445134
1985,2004,2090,13446851
1984,2006,2090,13448546
1983,2008,2094,13450241
1983,2006,2089,13451936
1983,2003,2094,13453630
1982,2006,2090,13455325
1981,2003,2091,13457021
1983,2007,2091,13458717
1975,2007,2091,13460413
1983,2007,2091,13462109
1983,2006,2090,13463805
1983,2007,2091,13465533
1983,2005,2089,13467228
1983,2004,2090,13468923
1985,2005,2089,13485902
1983,2005,2091,13487599
1983,2007,2085,13489294
1979,2006,2091,13490989
1983,2003,2088,13492684
1985,2005,2092,13494379
1983,2006,2093,13496074
1983,2007,2096,13497769
1983,2003,2092,13499464
1986,2007,2090,13501159
1983,2008,2092,13502854
1983,2005,2092,13504549
1983,2015,2091,13506261
1983,2006,2091,13507957
1982,2001,2092,13509653
1982,2005,2090,13511349
1983,2008,2091,13513045
1983,2006,2091,13514741
1981,2005,2091,13516437
1981,2012,2091,13533394
1983,2005,2091,13535091
1982,2006,2093,13536787
1983,2007,2092,13538483
1983,2003,2089,13540179
1983,2006,2093,13541875
1983,2004,2092,13543571
1982,2005,2091,13545300
1980,2005,2091,13546996
1985,2003,2087,13548691
1983,2003,2091,13550387
1982,2007,2091,13552083
1982,2003,2092,13553779
1975,2006,2091,13555475
1983,2004,2092,13557171
1981,2004,2089,13558867
1982,2005,2094,13560563
1982,2007,2091,13562259
1982,2006,2090,13579239
1983,2007,2093,13580936
1982,2005,2092,13582632
1980,2007,2091,13584346
1983,2001,2087,13586042
1986,2007,2092,13587738
1982,2007,2091,13589433
1982,2006,2092,13591129
1983,2006,2092,13592825
1981,2009,2094,13594521
1983,2006,2091,13596216
1985,2006,2088,13597912
1982,2004,2090,13599608
1983,2005,2091,13601304
1983,2008,2092,13603000
1986,2006,2092,13604728
1983,2007,2089,13606424
1979,2005,2091,13608119
1983,2010,2092,13625099
1983,2006,2091,13626796
1982,2005,2093,13628492
1979,2007,2090,13630187
1984,2002,2087,13631883
1983,2009,2092,13633579
1983,2007,2092,13635275
1982,2006,2091,13636970
1988,2005,2091,13638665
1981,2011,2097,13640360
1981,2012,2093,13642055
1983,2007,2090,13643770
1983,2006,2091,13645465
1981,2008,2092,13647160
1982,2006,2094,13648854
1983,2004,2090,13650550
1983,2004,2091,13652245
1979,2005,2092,13653940
1982,2005,2091,13655636
1984,2005,2087,13672555
1983,2005,2090,13674253
1981,2007,2091,13675949
1987,2007,2080,13677645
1983,2004,2090,13679341
1984,2007,2090,13681037
1983,2004,2090,13682733
1983,2008,2091,13684460
1985,2005,2089,13686156
1986,2005,2090,13687852
1983,2006,2091,13689548
1983,2005,2091,13691243
1982,2017,2092,13692938
1983,2003,2092,13694633
1983,2007,2090,13696328
1983,2004,2091,13698023
1983,2005,2089,13699718
1983,2004,2093,13701413
1983,2006,2096,13718391
1985,2006,2091,13720088
1982,2004,2081,13721784
1977,2006,2093,13723510
1983,2003,2089,13725206
1984,2007,2090,13726901
1983,1999,2090,13728597
1982,2006,2091,13730293
1979,2004,2090,13731989
1983,2006,2090,13733685
1983,2007,2089,13735381
1982,1996,2091,13737077
1983,2005,2090,13738773
1982,2008,2093,13740469
1983,2005,2091,13742165
1983,2007,2091,13743893
1983,2006,2088,13745588
1983,2006,2091,13747283
1983,2004,2091,13764240
1986,2006,2091,13765937
1984,2005,2091,13767632
1983,2004,2089,13769327
1983,2008,2090,13771022
1982,2007,2091,13772717
1982,2000,2090,13774412
1983,2005,2091,13776107
1984,2011,2091,13777802
1984,2006,2091,13779496
1983,2003,2091,13781191
1982,2003,2089,13782907
1983,2005,2089,13784603
1982,2005,2089,13786299
1983,2005,2091,13787995
1983,2006,2090,13789691
1982,2005,2095,13791387
1983,2009,2091,13793083
1983,2005,2092,13810041
1983,2006,2091,13811738
1985,2006,2091,13813434
1981,2005,2090,13815130
1983,2002,2087,13816826
1983,2007,2090,13818522
1983,2019,2092,13820218
1983,2005,2090,13821914
1987,2003,2088,13823631
1982,2007,2091,13825327
1982,2005,2093,13827022
1982,2006,2091,13828717
1982,2007,2090,13830412
1981,2006,2092,13832107
1982,2007,2091,13833802
1983,2006,2091,13835497
1983,2007,2096,13837192
1981,2003,2091,13838887
1983,2004,2091,13840582
1987,2006,2091,13857560
1985,2007,2090,13859257
1985,2006,2091,13860952
1979,2004,2089,13862679
1984,2003,2090,13864375
1984,2006,2094,13866071
1980,2011,2093,13867767
1983,2010,2090,13869463
1982,2006,2092,13871159
1983,2006,2092,13872855
1983,2005,2092,13874551
1985,2006,2091,13876247
1983,2006,2095,13877943
1982,2006,2091,13879639
1983,2008,2092,13881335
1983,2004,2091,13883052
1983,2006,2092,13884747
1983,2006,2091,13886442
1983,2004,2084,13903399
1983,2012,2092,13905096
1983,2001,2090,13906792
1983,2007,2091,13908487
1984,2011,2093,13910181
1981,2005,2090,13911877
1979,2005,2089,13913572
1979,2010,2091,13915267
1983,2005,2090,13916962
1983,2008,2092,13918657
1983,2005,2088,13920352
1982,2005,2091,13922069
1983,2005,2090,13923765
1985,2005,2092,13925460
1985,2007,2090,13927156
1983,2006,2090,13928852
1983,2006,2090,13930548
1983,2005,2091,13932244
1984,2007,2091,13949202
1983,2008,2090,13950900
1983,2006,2089,13952596
1983,2006,2091,13954292
1983,2005,2096,13955988
1981,2007,2092,13957684
1983,2000,2088,13959380
1983,2007,2089,13961076
1982,2006,2092,13962791
1983,2006,2090,13964487
1981,2006,2085,13966183
1982,2007,2091,13967879
1983,2008,2091,13969575
1983,2004,2091,13971271
1983,2006,2091,13972967
1983,2006,2091,13974662
1980,2007,2090,13976358
1984,2005,2088,13978054
1982,2005,2090,13979750
1982,2002,2091,13996703
1984,2009,2086,13998400
1989,2007,2094,14000095
1979,2007,2091,14001820
1981,2001,2089,14003516
1983,2007,2091,14005212
1983,2005,2089,14006908
1983,2006,2090,14008603
1983,2006,2092,14010298
1982,2005,2097,14011993
1986,2005,2092,14013688
1982,2007,2091,14015383
1983,2012,2096,14017078
1980,2012,2092,14018773
1983,2007,2090,14020468
1987,2006,2089,14022180
1985,2008,2090,14023876
1970,2004,2089,14025572
1985,2005,2090,14042529
1983,2007,2090,14044226
1983,2007,2091,14045922
1989,2007,2091,14047618
1982,2011,2092,14049314
1983,2010,2091,14051010
1976,2005,2090,14052706
1983,2003,2090,14054402
1982,2006,2086,14056098
1983,2007,2091,14057794
1983,2005,2091,14059490
1982,2008,2093,14061210
1980,2005,2091,14062906
1983,2006,2086,14064601
1983,2004,2091,14066297
1982,2006,2092,14067993
1983,2006,2090,14069689
1985,2006,2091,14071385
1983,2006,2091,14088343
1986,2006,2090,14090040
1981,2006,2092,14091736
1979,2005,2091,14093432
1983,2003,2087,14095128
1981,2005,2091,14096824
1983,2005,2091,14098520
1983,2007,2090,14100237
1986,2004,2089,14101933
1980,2007,2090,14103629
1983,2006,2092,14105323
1983,2006,2089,14107019
1983,2004,2090,14108714
1979,2005,2091,14110409
1982,2006,2091,14112104
1981,2006,2091,14113799
1983,2006,2090,14115494
1989,2003,2091,14117189
1986,2006,2093,14134170
1983,2007,2090,14135867
1983,2007,2091,14137562
1983,2007,2093,14139257
1986,2006,2089,14140972
1986,2006,2090,14142668
1984,2008,2092,14144364
1971,2006,2091,14146060
1983,2007,2090,14147755
1987,2008,2094,14149450
1985,2006,2090,14151145
1983,2007,2093,14152840
1989,2005,2091,14154535
1982,2004,2092,14156230
1974,2005,2091,14157925
1983,2005,2091,14159640
1983,2004,2091,14161335
1984,2006,2091,14163030
1983,2006,2090,14164725
1983,2005,2091,14181681
1982,2006,2091,14183378
1985,2006,2092,14185073
1982,2008,2093,14186768
1979,2007,2091,14188463
1983,2005,2090,14190158
1981,2007,2090,14191853
1983,2007,2091,14193548
1983,2007,2092,14195243
1976,2006,2094,14196938
1983,2004,2087,14198633
1982,2004,2093,14200352
1983,2005,2090,14202048
1982,2007,2091,14203744
1984,2005,2090,14205440
1983,2005,2093,14207135
1983,2005,2101,14208830
1981,2005,2090,14210525
1983,2007,2093,14227483
1983,2004,2088,14229180
1984,1996,2090,14230875
1980,2007,2092,14232570
1984,1998,2088,14234264
1984,2007,2090,14235959
1983,2006,2089,14237655
1987,2009,2092,14239383
1978,2006,2110,14241079
1983,2002,2086,14242774
1988,2007,2091,14244469
1983,2004,2091,14246164
1983,2006,2091,14247859
1982,2005,2091,14249555
1983,2005,2089,14251251
1982,2005,2090,14252947
1983,2005,2091,14254642
1985,2006,2091,14256337
1978,2005,2086,14273317
1986,2008,2091,14275014
1987,2006,2090,14276710
1980,2005,2091,14278406
1985,2004,2090,14280119
1983,2011,2090,14281814
1983,2007,2092,14283509
1983,2004,2090,14285204
1987,2007,2091,14286899
1983,2007,2093,14288594
1983,2005,2091,14290289
1984,2007,2091,14291984
1981,2005,2090,14293679
1983,2005,2087,14295374
1983,2005,2089,14297069
1987,2006,2088,14298784
1970,2006,2091,14300480
1983,2005,2091,14302176
1982,2004,2091,14303872
1983,2006,2089,14320791
1983,2005,2086,14322488
1982,2005,2091,14324184
1983,2007,2090,14325880
1983,2004,2090,14327576
1982,2004,2106,14329272
1983,2004,2093,14330968
1983,2007,2091,14332664
1981,2002,2091,14334360
1983,2003,2089,14336056
1990,2004,2092,14337752
1983,2006,2091,14339468
1982,2005,2092,14341164
1983,2005,2090,14342860
1983,2005,2093,14344556
1981,2006,2090,14346252
1983,2006,2091,14347948
1983,2005,2086,14349644
1982,2001,2091,14366601
1982,2006,2091,14368298
1982,2005,2091,14369994
1982,2005,2093,14371690
1982,2004,2088,14373386
1983,2004,2094,14375082
1984,2005,2092,14376778
1983,2007,2092,14378494
1982,2007,2091,14380189
1985,2005,2085,14381885
1983,2008,2089,14383581
1985,2005,2089,14385277
1982,2005,2091,14386972
1983,2004,2089,14388667
1983,2006,2091,14390362
1983,2008,2090,14392057
1987,2005,2091,14393752
1982,2007,2090,14395447
1989,2005,2091,14412427
1983,2006,2091,14414124
1982,2002,2090,14415820
1979,2007,2090,14417534
1985,2002,2089,14419228
1985,2006,2090,14420923
1983,2006,2091,14422618
1983,2004,2090,14424313
1984,2006,2093,14426008
1983,2010,2091,14427703
1983,2007,2093,14429397
1984,2009,2091,14431092
1982,2010,2089,14432788
1982,2004,2091,14434484
1983,2008,2090,14436180
1983,2005,2091,14437907
1984,2005,2090,14439603
1983,2005,2089,14441299
1983,2005,2089,14458279
1983,2007,2089,14459976
1985,2007,2091,14461672
1979,2005,2090,14463367
1983,2000,2084,14465063
1983,2006,2091,14466759
1982,2015,2089,14468455
1983,2007,2089,14470151
1983,2007,2093,14471847
1986,2007,2090,14473543
1987,2006,2092,14475239
1983,2008,2092,14476935
1977,2004,2090,14478649
1981,2003,2090,14480344
1982,2008,2091,14482039
1983,2006,2092,14483734
1983,2005,2091,14485429
1985,2005,2091,14487124
1982,2007,2088,14488819
1985,2010,2091,14505776
1983,2005,2091,14507474
1983,2007,2089,14509170
1983,2005,2089,14510866
1986,2003,2092,14512561
1982,2004,2093,14514257
1983,2004,2094,14515953
1982,2005,2093,14517669
1986,2007,2091,14519364
1984,2007,2091,14521060
1983,2005,2090,14522756
1980,2006,2091,14524452
1973,2004,2091,14526148
1981,2007,2091,14527844
1987,2005,2094,14529540
1983,2005,2091,14531236
1981,2005,2091,14532932
1986,2006,2091,14534628
1987,2006,2091,14551607
1983,2006,2091,14553304
1983,2010,2091,14554999
1984,2005,2091,14556714
1983,2004,2089,14558410
1983,2006,2090,14560105
1986,2006,2091,14561801
1983,2006,2093,14563496
1983,2006,2091,14565191
1985,2007,2093,14566886
1983,2007,2091,14568581
1981,2005,2091,14570276
1983,2005,2091,14571971
1983,2006,2097,14573666
1983,2005,2091,14575361
1982,2007,2092,14577078
1982,2006,2091,14578774
1980,2005,2091,14580470
1985,2006,2090,14597450
1983,2006,2090,14599147
1986,2006,2093,14600842
1980,2011,2097,14602537
1977,2003,2089,14604232
1984,2007,2089,14605927
1982,2004,2089,14607622
1986,2007,2091,14609317
1983,2005,2091,14611012
1983,2007,2092,14612707
1982,2008,2090,14614402
1983,2005,2091,14616117
1983,2008,2092,14617813
1983,2007,2090,14619509
1979,2005,2082,14621205
1982,2005,2088,14622900
1981,2005,2089,14624595
1982,2004,2087,14626291
1982,2006,2091,14627987
1975,2006,2096,14644905
1983,2011,2091,14646602
1985,2007,2091,14648298
1979,2005,2091,14649994
1983,2001,2087,14651690
1979,2006,2093,14653386
1983,2007,2092,14655082
1982,2006,2092,14656800
1983,2009,2091,14658496
1983,2006,2091,14660192
1983,2003,2091,14661887
1981,2005,2091,14663583
1984,2006,2090,14665279
1983,2006,2091,14666975
1983,2006,2090,14668670
1982,2004,2090,14670366
1981,2005,2091,14672062
1983,2005,2092,14673758
1983,2005,2091,14690739
1984,2005,2091,14692437
1982,2000,2091,14694133
1982,2008,2091,14695861
1983,2003,2089,14697557
1983,2010,2092,14699253
1983,2005,2090,14700949
1982,2006,2088,14702645
1988,2011,2091,14704341
1983,2006,2092,14706037
1985,2006,2092,14707733
1981,2004,2091,14709429
1983,2007,2092,14711125
1973,2007,2090,14712821
1982,2006,2091,14714517
1983,2005,2090,14716235
1983,2005,2089,14717930
1981,2007,2092,14719625
1981,2006,2091,14736582
1983,2006,2091,14738279
1983,2006,2091,14739974
1983,2005,2096,14741669
1983,2004,2089,14743364
1979,2007,2095,14745059
1983,2003,2088,14746754
1983,2007,2092,14748449
1983,2007,2097,14750144
1983,2006,2091,14751839
1983,2010,2094,14753534
1981,2005,2091,14755260
1983,2007,2090,14756956
1985,2003,2090,14758652
1983,2007,2091,14760348
1983,2006,2092,14762044
1983,2005,2091,14763740
1985,2006,2092,14765436
1979,2006,2092,14782393
1981,2007,2091,14784090
1980,2008,2092,14785785
1983,2007,2090,14787481
1977,2007,2090,14789177
1982,2003,2088,14790873
1984,2003,2090,14792568
1985,2011,2096,14794263
1982,2006,2092,14795976
1981,2004,2090,14797672
1983,2004,2090,14799368
1982,2005,2091,14801064
1983,2005,2091,14802760
1981,2005,2092,14804456
1983,2007,2091,14806152
1987,2003,2088,14807848
1983,2005,2091,14809544
1979,2005,2092,14811240
1983,2003,2089,14812936
1983,2009,2092,14863090
1990,2007,2089,14864788
1985,2009,2092,14866484
1984,2007,2092,14868180
1987,2009,2096,14869875
1983,2010,2095,14871570
1982,2007,2094,14873265
1986,2008,2093,14874993
1981,2008,2089,14876688
1987,2006,2090,14878384
1984,2007,2091,14880080
1983,2008,2090,14881776
1983,2007,2091,14883472
1983,2005,2090,14885166
1983,2007,2091,14886861
1982,2006,2092,14888556
1983,2004,2091,14890251
1984,2006,2091,14891947
1983,2010,2091,14908928
1984,2008,2091,14910625
1984,2007,2091,14912321
1982,2010,2088,14914037
1983,2005,2089,14915732
1984,2007,2091,14917428
1984,2007,2090,14919124
1982,2005,2091,14920820
1983,2008,2092,14922515
1982,2012,2103,14924211
1985,2007,2091,14925907
1985,2005,2090,14927603
1982,2007,2091,14929298
1983,2006,2091,14930993
1981,2005,2092,14932688
1982,2006,2087,14934416
1983,2005,2090,14936112
1985,2006,2091,14937808
1983,2005,2090,14954789
1985,2009,2090,14956487
1981,2006,2089,14958183
1980,2003,2090,14959879
1984,2003,2094,14961575
1984,2007,2092,14963271
1983,2008,2094,14964966
1986,2005,2091,14966662
1984,2008,2091,14968358
1981,2009,2091,14970054
1982,2003,2088,14971749
1984,2004,2093,14973464
1983,2007,2091,14975160
1983,2010,2091,14976856
1983,2006,2091,14978552
1983,2005,2090,14980247
1983,2005,2090,14981942
1983,2005,2092,14983637
1983,2005,2091,14985333
1983,2007,2090,15002252
1983,2007,2090,15003949
1983,2008,2092,15005645
1981,2006,2091,15007341
1983,2006,2093,15009037
1983,2005,2092,15010733
1979,2005,2091,15012429
1985,2005,2091,15014157
1984,2006,2091,15015852
1987,2006,2090,15017548
1981,2007,2091,15019243
1982,2007,2091,15020938
1983,2005,2093,15022633
1983,2002,2091,15024328
1983,2007,2091,15026023
1983,2005,2093,15027718
1982,2005,2092,15029413
1982,2005,2090,15031109
1984,2004,2090,15048091
1977,2005,2091,15049788
1983,2007,2090,15051484
1983,2006,2089,15053212
1983,2006,2091,15054908
1983,2005,2091,15056604
1982,2006,2089,15058300
1983,2007,2091,15059996
1980,2006,2092,15061692
1982,2005,2088,15063388
1982,2006,2092,15065084
