X, Y, Z, TICKS
1983,2007,2092,58177845
1982,2006,2089,58179541
1982,2007,2092,58181237
1983,2004,2092,58182933
1983,2007,2090,58184630
1986,2006,2090,58186327
1983,2007,2091,58188024
1984,2008,2093,58189721
1978,2007,2090,58191417
1983,2007,2092,58193113
1981,2007,2090,58194809
1983,2005,2090,58196526
1985,2007,2090,58198222
1983,2007,2090,58199918
1983,2006,2091,58201614
1984,2005,2091,58218572
1983,2011,2087,58220270
1982,2007,2092,58221967
1985,2007,2091,58223664
1983,2009,2094,58225361
1984,2007,2092,58227057
1983,2011,2091,58228753
1983,2007,2091,58230449
1987,2007,2089,58232145
1982,2015,2092,58233841
1983,2005,2091,58235537
1984,2008,2090,58237254
1983,2006,2087,58238951
1982,2011,2094,58240648
1983,2006,2090,58242345
1983,2007,2088,58244042
1983,2006,2091,58245739
1969,2006,2090,58247436
1984,2007,2091,58249133
1983,2007,2091,58266052
1983,2009,2085,58267750
1981,2006,2091,58269446
1981,2007,2091,58271142
1984,2006,2096,58272838
1984,2006,2094,58274534
1983,2009,2091,58276255
1982,2006,2090,58277952
1982,2002,2094,58279649
1983,2004,2089,58281346
1985,2010,2093,58283043
1983,2007,2092,58284739
1985,2007,2091,58286435
1983,2007,2090,58288131
1984,2006,2090,58289827
1984,2007,2091,58291523
1983,2006,2091,58293219
1979,2007,2092,58294915
1985,2005,2092,58311897
1983,2007,2091,58313595
1983,2008,2091,58315311
1983,2008,2091,58317007
1988,2007,2093,58318703
1985,2006,2091,58320398
1982,2008,2094,58322095
1983,2006,2091,58323792
1983,2007,2091,58325489
1980,2008,2093,58327186
1984,2007,2089,58328882
1983,2006,2090,58330578
1983,2006,2094,58332274
1983,2007,2092,58333970
1978,2007,2092,58335687
1983,2007,2091,58337384
1984,2007,2093,58339081
1983,2006,2091,58340778
1983,2007,2092,58357737
1984,2009,2092,58359435
1984,2012,2091,58361131
1982,2007,2092,58362827
1983,2004,2089,58364523
1982,2007,2092,58366219
1983,2005,2090,58367916
1981,2005,2093,58369613
1981,2007,2091,58371310
1983,2007,2092,58373007
1983,2006,2090,58374724
1980,2006,2091,58376419
1981,2006,2091,58378115
1983,2007,2091,58379811
1983,2024,2091,58381507
1982,2005,2090,58383203
1982,2006,2091,58384899
1982,2004,2094,58386594
1989,2007,2089,58403552
1984,2005,2093,58405249
1984,2007,2094,58406945
1982,2007,2092,58408641
1983,2006,2089,58410337
1983,2007,2092,58412033
1983,2006,2091,58413729
1981,2003,2091,58415458
1987,2006,2091,58417155
1983,2010,2094,58418852
1983,2007,2094,58420549
1985,2002,2090,58422246
1989,2004,2088,58423943
1981,2013,2087,58425640
1986,2015,2088,58427336
1985,2024,2084,58429032
1984,2036,2088,58430728
1987,2050,2080,58432424
1986,2058,2090,58434120
1991,2067,2087,58451097
1988,2073,2084,58452795
1988,2075,2083,58454513
1990,2075,2085,58456210
1990,2074,2081,58457907
1992,2075,2085,58459603
1990,2071,2084,58461300
1991,2073,2082,58462997
1996,2073,2083,58464694
1992,2080,2084,58466390
1992,2074,2081,58468087
1996,2073,2080,58469784
1997,2076,2083,58471481
1999,2071,2082,58473177
1998,2068,2081,58474905
2000,2067,2083,58476602
2000,2065,2083,58478299
2006,2065,2084,58479996
2001,2064,2084,58496954
2002,2055,2081,58498652
2001,2054,2071,58500348
1998,2053,2082,58502045
2003,2050,2080,58503742
2000,2054,2082,58505439
2000,2053,2084,58507135
1999,2053,2079,58508832
2000,2053,2071,58510529
2000,2052,2081,58512226
2000,2050,2080,58513942
1999,2047,2090,58515638
1999,2047,2078,58517335
2000,2044,2091,58519032
2000,2044,2094,58520728
1998,2044,2090,58522424
1999,2045,2090,58524120
1998,2056,2081,58525816
1998,2045,2093,58542774
1999,2040,2092,58544472
2003,2040,2093,58546169
1997,2040,2094,58547866
1999,2038,2091,58549563
1996,2033,2093,58551260
1996,2041,2092,58552957
1996,2039,2094,58554674
1995,2039,2089,58556370
1996,2038,2091,58558066
1996,2039,2091,58559762
1994,2039,2091,58561458
1997,2038,2092,58563154
1995,2037,2092,58564850
1998,2037,2092,58566546
1997,2030,2093,58568243
1995,2039,2091,58569940
1996,2037,2091,58571637
1995,2036,2094,58573353
1995,2036,2092,58590274
1994,2038,2092,58591972
1997,2039,2091,58593689
1996,2039,2091,58595385
1994,2037,2091,58597081
2006,2037,2091,58598777
1993,2037,2090,58600473
1998,2039,2091,58602169
1995,2039,2094,58603866
1993,2038,2091,58605563
1991,2039,2090,58607260
1994,2039,2091,58608957
1995,2037,2091,58610654
1992,2037,2089,58612351
1994,2038,2092,58614069
1992,2038,2092,58615765
1991,2037,2090,58617461
1994,2038,2097,58619157
1993,2038,2090,58636115
1993,2040,2092,58637813
1992,2041,2092,58639510
1986,2042,2092,58641207
1990,2037,2088,58642904
1992,2040,2092,58644601
1990,2044,2096,58646296
1992,2040,2094,58647992
1992,2042,2093,58649688
1991,2040,2091,58651385
1991,2041,2095,58653115
1993,2043,2096,58654812
1991,2042,2093,58656509
1989,2042,2091,58658206
1994,2044,2093,58659903
1995,2041,2093,58661600
1991,2042,2092,58663297
1988,2042,2091,58664994
1989,2039,2096,58681952
1991,2043,2094,58683650
1992,2034,2092,58685347
1990,2041,2091,58687044
1991,2042,2091,58688741
1990,2041,2092,58690438
1991,2039,2093,58692134
1990,2039,2092,58693849
1990,2040,2093,58695545
1987,2039,2093,58697241
1992,2040,2093,58698937
1992,2040,2090,58700633
1989,2042,2093,58702329
1991,2041,2093,58704025
1989,2040,2092,58705721
1989,2039,2093,58707417
1991,2035,2091,58709114
1988,2042,2093,58710810
1990,2036,2088,58728077
1989,2038,2093,58729775
1991,2038,2093,58731472
1997,2037,2091,58733189
1991,2041,2096,58734885
1991,2038,2094,58736581
1988,2039,2093,58738277
1989,2037,2090,58739973
1990,2038,2092,58741669
1991,2038,2095,58743366
1989,2037,2093,58745063
1990,2035,2091,58746760
1990,2035,2093,58748457
1990,2035,2094,58750154
1989,2035,2091,58751871
1988,2036,2090,58753568
1988,2037,2091,58755264
1990,2036,2091,58756960
1989,2037,2094,58758656
1992,2035,2091,58775613
1993,2033,2093,58777311
1988,2034,2091,58779007
1991,2036,2093,58780703
1991,2030,2090,58782399
1989,2034,2096,58784095
1990,2034,2094,58785792
1990,2030,2094,58787489
1990,2034,2094,58789186
1989,2033,2091,58790883
1989,2034,2091,58792600
1992,2021,2091,58794296
1988,2034,2083,58795992
1983,2035,2091,58797688
1988,2035,2092,58799384
1992,2032,2093,58801080
1987,2033,2090,58802777
1990,2035,2093,58804474
1989,2035,2091,58821433
1988,2033,2093,58823131
1983,2032,2093,58824827
1990,2030,2090,58826523
1988,2020,2096,58828219
1985,2030,2094,58829915
1988,2031,2087,58831642
1988,2032,2096,58833338
1988,2032,2094,58835035
1986,2031,2092,58836732
1989,2029,2091,58838429
1988,2031,2093,58840125
1987,2029,2094,58841821
1989,2029,2093,58843517
1988,2029,2093,58845213
1987,2030,2088,58846909
1988,2029,2096,58848605
1988,2030,2091,58850301
1988,2030,2092,58867294
1990,2029,2093,58868992
1989,2029,2101,58870689
1991,2028,2092,58872403
1988,2028,2094,58874100
1988,2028,2092,58875797
1989,2030,2091,58877494
1989,2029,2093,58879191
1988,2027,2091,58880888
1987,2039,2096,58882585
1985,2028,2091,58884282
1990,2025,2088,58885978
1989,2028,2086,58887674
1988,2028,2091,58889370
1989,2028,2091,58891099
1990,2027,2091,58892796
1989,2027,2092,58894493
1988,2025,2093,58896190
1988,2026,2089,58897887
1988,2025,2088,58914806
1992,2020,2091,58916504
1991,2019,2092,58918201
1989,2018,2092,58919898
1994,2016,2094,58921594
1995,2019,2094,58923290
1996,2020,2094,58924986
1993,2018,2092,58926682
1994,2017,2091,58928378
1993,2015,2091,58930074
1992,2018,2088,58931788
1997,2013,2089,58933485
1992,2015,2090,58935181
1994,2017,2091,58936877
1995,2016,2091,58938573
1991,2020,2091,58940269
1993,2015,2092,58941965
1994,2018,2091,58943661
1994,2013,2077,58960619
1996,2012,2091,58962317
1993,2014,2090,58964014
1990,2014,2092,58965711
1994,2012,2090,58967408
1993,2017,2092,58969104
1991,2022,2090,58970831
1994,2011,2093,58972527
1996,2010,2089,58974223
1993,2012,2096,58975919
1993,2011,2091,58977615
1995,2010,2090,58979311
1996,2010,2093,58981008
1996,2012,2090,58982705
1995,2009,2091,58984402
1996,2010,2092,58986099
1995,2011,2090,58987796
1995,2017,2090,58989493
1995,2013,2092,59006475
2008,2010,2092,59008173
1997,2007,2097,59009889
1999,2010,2093,59011586
1996,2011,2090,59013283
1997,2009,2092,59014980
1997,2008,2096,59016677
1996,2010,2091,59018374
1995,2008,2092,59020071
1993,2009,2091,59021768
1997,2003,2089,59023465
1995,2008,2092,59025162
1999,2009,2091,59026859
2000,2008,2090,59028556
1996,2007,2091,59030286
1996,2008,2090,59031983
1995,2007,2091,59033680
1995,2007,2092,59035376
1998,2007,2090,59052335
1995,2006,2091,59054033
1996,2007,2090,59055729
1992,2007,2091,59057425
1994,2005,2089,59059121
1997,2007,2093,59060817
1993,2003,2091,59062514
1993,2004,2090,59064211
1995,2006,2091,59065908
1994,2005,2094,59067605
1993,2002,2091,59069322
1994,2008,2094,59071019
1995,2006,2091,59072716
1992,2006,2092,59074412
1993,2004,2103,59076108
1991,2006,2093,59077804
1992,2007,2094,59079500
1992,2006,2095,59081196
1991,2006,2090,59082892
1992,2001,2091,59099850
1991,2006,2093,59101547
1991,2005,2094,59103243
1982,2003,2094,59104939
1992,2003,2091,59106635
1992,2005,2093,59108331
1997,2001,2092,59110058
1994,2005,2097,59111754
1994,2004,2094,59113450
1992,2004,2092,59115146
1990,1992,2094,59116842
1993,2002,2094,59118538
1991,1999,2092,59120235
1990,2003,2093,59121932
1996,2002,2091,59123629
1992,2000,2092,59125326
1996,2002,2091,59127023
1990,2002,2091,59128740
1991,2002,2091,59145701
1990,2000,2092,59147399
1990,2002,2095,59149128
1987,2003,2091,59150824
1989,2001,2091,59152520
1992,2002,2092,59154216
1990,2001,2091,59155912
1987,2002,2091,59157608
1990,2001,2091,59159304
1991,2002,2089,59161000
1988,2003,2091,59162697
1989,2002,2091,59164394
1988,2002,2092,59166090
1987,2002,2091,59167787
1985,2000,2090,59169516
1988,2000,2091,59171212
1987,2001,2090,59172908
1989,1999,2091,59174604
1988,2000,2090,59191562
1990,2003,2092,59193260
1985,2000,2093,59194956
1989,2001,2088,59196652
1988,2000,2090,59198348
1989,2002,2094,59200044
1989,2001,2091,59201740
1989,2002,2092,59203436
1988,1996,2091,59205132
1992,2000,2093,59206828
1988,2002,2094,59208554
1983,1999,2094,59210250
1990,1999,2092,59211946
1987,1998,2092,59213642
1988,1999,2093,59215338
1990,2000,2094,59217034
1987,2000,2089,59218731
1987,1998,2093,59220428
1987,1999,2094,59222125
1988,1997,2092,59239043
1987,1998,2096,59240741
1988,2000,2092,59242438
1987,2000,2091,59244135
1987,1996,2091,59245832
1988,1999,2097,59247529
1990,1998,2091,59249245
1986,1997,2093,59250942
1991,1998,2091,59252639
1987,2001,2098,59254336
1986,1997,2092,59256033
1987,1996,2084,59257730
1986,1996,2093,59259427
1988,1997,2091,59261124
1987,1995,2092,59262820
1987,1997,2091,59264516
1986,1994,2091,59266212
1992,1995,2091,59267929
1991,1996,2090,59284890
1986,1998,2092,59286588
1988,1998,2093,59288316
1989,1996,2092,59290013
1980,1996,2092,59291710
1985,2011,2096,59293407
1987,1997,2094,59295104
1986,2000,2094,59296799
1986,1996,2093,59298495
1990,2003,2093,59300191
1986,1997,2091,59301888
1983,1988,2091,59303585
1985,1996,2092,59305282
1987,1995,2091,59306979
1986,1996,2092,59308696
1990,1993,2092,59310392
1985,1995,2092,59312088
1987,1996,2091,59313784
1987,1995,2092,59330742
1987,1995,2091,59332440
1987,1995,2091,59334137
1981,1996,2091,59335834
1987,1990,2086,59337531
2004,1995,2092,59339228
1987,1997,2092,59340925
1987,1995,2089,59342622
1990,1996,2090,59344319
1980,1996,2090,59346015
1986,1996,2090,59347741
1985,1999,2091,59349437
1987,1998,2094,59351133
1988,1997,2092,59352829
1987,1998,2091,59354525
1983,1999,2089,59356221
1984,1998,2091,59357917
1987,1999,2089,59359613
1981,1998,2093,59376570
1983,2000,2101,59378268
1987,2002,2093,59379964
1979,2003,2092,59381660
1987,1995,2090,59383356
1985,2000,2096,59385053
1986,1999,2094,59386770
1986,1998,2092,59388466
1985,1998,2090,59390162
1984,1999,2094,59391858
1983,1994,2087,59393555
1983,1996,2090,59395252
1986,1996,2090,59396949
1985,1998,2093,59398646
1987,1996,2092,59400343
1983,1997,2091,59402040
1983,1996,2092,59403737
1986,1997,2090,59405433
1983,1997,2091,59407150
1985,1996,2091,59424111
1984,2001,2090,59425808
1983,1998,2092,59427536
1983,1997,2091,59429233
1983,1995,2095,59430930
1983,1997,2090,59432627
1987,1996,2090,59434324
1987,2004,2092,59436021
1983,2002,2097,59437718
1986,1994,2089,59439415
1984,2000,2091,59441112
1983,2000,2091,59442809
1983,2000,2091,59444506
1987,1999,2092,59446222
1985,1997,2090,59447918
1983,1999,2091,59449614
1985,2001,2090,59451310
1984,1998,2088,59453006
1984,1994,2091,59469964
1982,2001,2094,59471662
1983,1999,2093,59473359
1983,1999,2092,59475056
1983,1997,2089,59476753
1983,1999,2092,59478450
1986,1999,2092,59480146
1984,1999,2091,59481842
1980,2000,2091,59483538
1983,1996,2091,59485234
1983,2001,2093,59486963
1983,1997,2091,59488660
1988,2000,2091,59490356
1983,1999,2092,59492052
1983,2000,2091,59493748
1983,2000,2089,59495444
1982,2000,2092,59497140
1986,2000,2090,59498836
1986,2000,2091,59515794
1983,2005,2090,59517492
1982,2000,2091,59519189
1982,2000,2091,59520886
1982,2002,2094,59522583
1979,2002,2093,59524280
1987,2000,2093,59525997
1981,2003,2093,59527693
1983,2000,2092,59529389
1982,2001,2093,59531085
1982,1999,2092,59532781
1980,1999,2095,59534477
1983,1999,2088,59536173
1983,1999,2090,59537869
1983,2000,2096,59539566
1981,1998,2091,59541263
1983,1999,2093,59542960
1988,1998,2094,59544657
1983,1998,2093,59546387
1984,1998,2092,59563308
1981,1996,2083,59565006
1983,1999,2096,59566723
1981,1998,2094,59568419
1983,1997,2092,59570115
1981,1999,2092,59571811
1983,2001,2095,59573507
1983,1999,2093,59575203
1983,1999,2093,59576899
1980,1999,2091,59578596
1982,1997,2089,59580293
1983,2001,2092,59581990
1985,1999,2091,59583687
1982,1991,2090,59585405
1982,2000,2091,59587102
1983,1998,2092,59588798
1982,2000,2091,59590494
1982,1988,2092,59592190
1983,1999,2091,59609149
1983,2000,2091,59610847
1980,1998,2091,59612543
1979,1999,2091,59614239
1983,1996,2086,59615935
1984,2000,2093,59617631
1982,2000,2092,59619328
1983,1999,2094,59621024
1982,2000,2091,59622721
1981,2000,2090,59624418
1979,1990,2088,59626135
1982,1995,2085,59627831
1982,1999,2091,59629527
1981,1998,2091,59631223
1982,2000,2092,59632919
1982,2000,2091,59634615
1981,1999,2091,59636311
1980,2000,2084,59638007
1982,2000,2090,59654965
1981,2001,2092,59656663
1981,2001,2092,59658360
1981,2002,2092,59660057
1983,2003,2090,59661754
1980,2001,2096,59663451
1981,1999,2091,59665167
1980,2002,2092,59666863
1985,2002,2091,59668559
1982,2003,2094,59670255
1978,2001,2093,59671951
1982,2001,2087,59673647
1982,2002,2093,59675343
1979,1999,2090,59677040
1981,2000,2091,59678737
1979,2003,2092,59680434
1979,2001,2093,59682131
1980,2002,2093,59683828
1978,2001,2089,59700809
1979,2003,2091,59702507
1979,2005,2091,59704224
1977,2004,2091,59705921
1990,2002,2089,59707618
1981,2005,2092,59709315
1979,2001,2088,59711012
1978,2006,2091,59712709
1979,2002,2089,59714406
1982,2003,2092,59716102
1978,2002,2091,59717798
1978,2005,2091,59719494
1978,2005,2090,59721190
1978,2005,2092,59722886
1980,1997,2090,59724605
1975,2006,2091,59726302
1978,2005,2092,59727999
1979,2005,2091,59729695
1978,2007,2086,59731391
1980,2004,2091,59748349
1979,2006,2092,59750047
1977,2005,2092,59751743
1981,2003,2091,59753439
1979,2009,2096,59755135
1979,2004,2092,59756831
1980,2005,2092,59758527
1979,2011,2093,59760223
1980,1999,2091,59761919
1979,2005,2092,59763615
1978,2004,2096,59765331
1979,2003,2093,59767028
1978,2005,2092,59768725
1977,2004,2092,59770422
1980,2001,2091,59772118
1981,2004,2092,59773814
1980,2005,2093,59775510
1978,2005,2092,59777206
1978,2004,2092,59794164
1981,2007,2093,59795862
1978,2007,2092,59797559
1977,2006,2093,59799256
1980,2005,2093,59800953
1979,2007,2091,59802650
1979,2007,2093,59804378
1981,2005,2094,59806075
1976,2003,2091,59807772
1977,2007,2091,59809469
1977,2004,2091,59811166
1978,2005,2091,59812862
1975,2006,2087,59814558
1978,2002,2088,59816253
1978,2004,2091,59817949
1978,2001,2088,59819645
1977,2006,2091,59821341
1979,2005,2090,59823037
1979,2004,2091,59840015
1975,2007,2092,59841713
1981,2005,2093,59843430
1975,2006,2091,59845127
1979,2008,2090,59846824
1976,2004,2093,59848521
1977,2005,2091,59850218
1978,2007,2091,59851915
1977,2005,2094,59853611
1978,2004,2091,59855307
1978,2005,2092,59857003
1979,2004,2092,59858699
1977,2005,2094,59860395
1977,2004,2091,59862091
1978,2003,2090,59863808
1977,2005,2091,59865504
1973,2004,2093,59867200
1977,2004,2091,59868896
1978,2004,2091,59870592
1978,2004,2091,59887510
1978,2004,2091,59889208
1975,2005,2091,59890905
1978,2004,2092,59892602
1978,2003,2096,59894299
1977,2004,2090,59895996
1977,2002,2091,59897693
1973,2004,2091,59899390
1974,2003,2092,59901086
1981,2008,2096,59902803
1978,2004,2087,59904500
1979,2007,2091,59906197
1979,2004,2093,59907894
1976,2006,2092,59909591
1979,2003,2090,59911288
1978,2005,2091,59912985
1977,2004,2091,59914682
1978,2004,2091,59916379
1979,2005,2092,59933338
1979,1998,2093,59935036
1983,2004,2092,59936732
1979,2005,2092,59938428
1979,2004,2091,59940125
1979,2006,2092,59941822
1976,2004,2091,59943539
1977,2004,2092,59945236
1978,2004,2093,59946932
1975,2005,2092,59948628
1978,2005,2093,59950324
1975,2003,2091,59952020
1977,2006,2093,59953716
1968,2005,2097,59955412
1978,2005,2093,59957109
1976,2005,2092,59958806
1977,2007,2092,59960503
1979,2003,2090,59962219
1979,2004,2092,59979180
1977,2006,2096,59980878
1979,2013,2093,59982607
1976,2006,2092,59984304
1976,2006,2092,59986001
1977,2006,2095,59987698
1978,2006,2092,59989395
1977,2006,2093,59991092
1978,2007,2094,59992789
1974,2006,2093,59994486
1978,2007,2091,59996182
1977,2007,2093,59997878
1976,2002,2093,59999574
1976,2007,2092,60001270
1977,2005,2092,60002986
1976,2006,2093,60004683
1975,2007,2092,60006380
1975,2005,2093,60008077
1976,2001,2093,60025035
1975,2004,2092,60026733
1981,2002,2095,60028430
1975,2005,2093,60030126
1976,2002,2091,60031822
1976,2003,2092,60033518
1975,2006,2092,60035214
1976,2004,2092,60036910
1977,2003,2091,60038606
1977,2005,2092,60040302
1976,2006,2093,60042031
1975,2003,2086,60043727
1975,2002,2086,60045423
1975,1998,2092,60047119
1976,2002,2092,60048815
1976,2003,2089,60050511
1976,2000,2092,60052207
1979,2001,2090,60053903
1979,2005,2091,60055599
1978,2003,2091,60072558
1978,2002,2092,60074256
1978,2002,2091,60075951
1975,2003,2092,60077647
1971,2002,2092,60079343
1974,2002,2092,60081040
1978,2002,2092,60082756
1974,2004,2092,60084452
1978,2002,2092,60086148
1980,2000,2092,60087844
1975,2002,2092,60089540
1977,2004,2094,60091236
1975,2004,2092,60092932
1973,2004,2092,60094628
1974,2007,2090,60096324
1975,2004,2092,60098020
1985,2003,2089,60099717
1976,2004,2089,60101447
1977,2003,2086,60118408
1977,2007,2092,60120106
1975,2004,2093,60121825
1973,2007,2092,60123521
1968,2002,2088,60125217
1979,2006,2094,60126913
1975,2005,2091,60128609
1975,2007,2091,60130305
1975,2006,2091,60132001
1974,2004,2091,60133697
1975,2007,2082,60135393
1975,2006,2092,60137089
1974,2005,2091,60138786
1976,2004,2089,60140482
1974,2005,2090,60142196
1974,2007,2092,60143893
1972,2005,2092,60145589
1975,2007,2092,60147285
1974,2006,2092,60164549
1974,2006,2091,60166247
1975,2006,2091,60167944
1976,2004,2093,60169640
1980,2005,2092,60171336
1970,2005,2092,60173032
1970,2004,2085,60174728
1975,2006,2094,60176424
1974,2002,2093,60178120
1974,2003,2094,60179816
1976,2004,2091,60181533
1973,2005,2093,60183229
1975,2002,2091,60184925
1979,2004,2092,60186621
1974,2002,2091,60188317
1975,2003,2093,60190013
1974,2003,2090,60191710
1977,2006,2094,60193407
1969,2005,2087,60195104
1971,1998,2088,60212044
1972,2006,2093,60213742
1975,2004,2086,60215439
1975,2002,2092,60217136
1974,2006,2096,60218833
1974,2003,2102,60220562
1973,2003,2092,60222258
1974,1998,2092,60223954
1974,2002,2091,60225650
1958,2005,2093,60227346
1973,2002,2091,60229042
1975,2003,2092,60230738
1973,2002,2091,60232435
1973,2003,2091,60234132
1975,2003,2092,60235829
1975,2003,2093,60237526
1974,2003,2090,60239223
1972,2003,2087,60240953
1973,2002,2091,60257914
1974,2003,2093,60259611
1974,2003,2091,60261324
1974,2004,2094,60263020
1975,1999,2089,60264716
1979,2003,2093,60266412
1974,2006,2094,60268108
1975,2004,2092,60269804
1982,2003,2092,60271500
1974,2002,2093,60273196
1974,2003,2096,60274892
1973,2004,2092,60276588
1973,2003,2091,60278284
1958,2006,2093,60280013
1975,2002,2092,60281710
1975,2003,2090,60283407
1973,2003,2090,60285104
1972,2003,2091,60286801
1974,2003,2092,60303760
1974,2004,2093,60305458
1974,2001,2092,60307154
1972,2003,2092,60308851
1969,2002,2091,60310548
1972,2002,2093,60312245
1974,2002,2093,60313942
1972,2001,2091,60315639
1972,2000,2093,60317336
1973,1998,2092,60319033
1972,2003,2093,60320747
1973,1999,2089,60322444
1973,2000,2092,60324141
1971,2002,2097,60325838
1973,2000,2095,60327535
1974,2001,2092,60329232
1974,2001,2089,60330929
1972,2000,2092,60332626
1973,1998,2092,60349583
1973,2002,2093,60351281
1973,1991,2092,60352977
1971,2000,2093,60354673
1974,1999,2090,60356370
1971,2000,2092,60358067
1972,1996,2088,60359796
1972,1997,2092,60361492
1974,2001,2094,60363188
1973,1999,2092,60364884
1973,2003,2094,60366580
1974,1998,2088,60368276
1972,2000,2091,60369973
1973,2001,2091,60371670
1975,2002,2092,60373367
1975,2000,2093,60375064
1977,2000,2091,60376761
1972,2002,2091,60378458
1973,2002,2091,60380175
1975,2003,2094,60397136
1976,2003,2092,60398855
1972,2002,2093,60400552
1975,2001,2091,60402248
1974,2000,2091,60403945
1977,2000,2094,60405642
1973,2002,2094,60407339
1975,2002,2100,60409035
1973,1998,2094,60410731
1976,2002,2092,60412427
1974,1999,2090,60414123
1975,2002,2092,60415819
1973,2000,2090,60417515
1974,2002,2090,60419244
1975,2003,2092,60420941
1975,2001,2092,60422637
1974,2001,2092,60424333
1973,2001,2091,60426029
1975,2002,2093,60442988
1976,2002,2092,60444686
1975,1992,2093,60446382
1977,2003,2093,60448078
1974,2000,2090,60449774
1973,2003,2093,60451470
1973,2003,2091,60453167
1972,2002,2093,60454864
1975,2002,2092,60456561
1974,2001,2083,60458278
1971,2003,2094,60459975
1974,1999,2089,60461672
1976,2001,2092,60463369
1975,2002,2092,60465065
1973,2002,2091,60466760
1974,1991,2092,60468456
1974,2003,2092,60470153
1970,2003,2092,60471850
1986,2004,2098,60488809
1974,2003,2092,60490507
1973,2004,2092,60492203
1975,2001,2094,60493899
1974,2000,2093,60495595
1971,2003,2092,60497291
1974,2000,2089,60499011
1975,2003,2093,60500707
1975,2003,2089,60502403
1972,2000,2092,60504099
1977,2003,2091,60505796
1972,2007,2094,60507493
1973,2003,2089,60509190
1975,2004,2092,60510887
1975,2003,2091,60512584
1974,2003,2090,60514281
1972,2003,2091,60515978
1977,2004,2092,60517695
1975,2005,2090,60519392
1974,2001,2091,60536313
1974,2003,2092,60538042
1975,2002,2092,60539739
1974,2003,2092,60541436
1975,2003,2093,60543133
1977,2003,2093,60544830
1971,2004,2090,60546527
1969,2004,2091,60548224
1975,2003,2091,60549921
1974,2003,2091,60551618
1975,2003,2092,60553315
1979,2003,2086,60555012
1975,2012,2096,60556709
1974,2004,2091,60558438
1975,2003,2092,60560134
1975,2003,2092,60561830
1974,2003,2093,60563526
1974,1998,2094,60565222
1976,2003,2091,60582180
1977,2004,2093,60583878
1975,2004,2092,60585575
1973,2003,2092,60587272
1975,2002,2090,60588969
1974,2001,2090,60590666
1978,2003,2091,60592363
1974,2005,2091,60594060
1974,2003,2091,60595756
1974,2002,2088,60597474
1976,2004,2093,60599171
1973,2003,2091,60600868
1974,2005,2092,60602565
1974,2005,2096,60604262
1973,2004,2091,60605959
1974,2004,2091,60607656
1975,2001,2091,60609353
1980,2003,2092,60611050
1974,2002,2091,60628009
1975,2003,2091,60629707
1974,2000,2092,60631403
1972,2002,2093,60633099
1973,2002,2094,60634795
1970,2003,2093,60636491
1974,2001,2092,60638209
1977,2001,2092,60639906
1971,2002,2093,60641603
1973,1997,2092,60643300
1974,2001,2092,60644997
1975,2002,2091,60646694
1972,2004,2088,60648391
1974,2002,2092,60650087
1975,2001,2091,60651783
1973,2005,2092,60653479
1971,2002,2088,60655175
1975,2002,2092,60656891
1975,2001,2091,60673851
1975,2001,2091,60675549
1975,2002,2091,60677279
1971,2004,2089,60678976
1974,2000,2089,60680673
1972,2002,2093,60682369
1975,1990,2091,60684065
1973,2003,2092,60685761
1980,2001,2091,60687457
1973,2008,2096,60689153
1967,2001,2094,60690849
1975,2001,2090,60692545
1975,2005,2091,60694241
1976,2005,2091,60695937
1972,2002,2089,60697655
1974,2003,2091,60699352
1976,2001,2091,60701049
1976,2007,2088,60702746
1975,2001,2091,60704443
1975,2003,2091,60721402
1974,2002,2091,60723100
1975,2002,2093,60724796
1975,2001,2091,60726491
1976,2003,2092,60728188
1974,2002,2091,60729885
1975,2001,2091,60731582
1975,2001,2092,60733279
1981,2000,2091,60734976
1978,2002,2097,60736704
1976,2004,2094,60738400
1976,2001,2091,60740096
1981,2002,2090,60741792
1974,2000,2093,60743488
1976,1999,2091,60745184
1974,2001,2097,60746880
1975,2001,2092,60748576
1976,1993,2091,60750272
1978,2002,2091,60767231
1977,2002,2091,60768929
1976,2000,2092,60770625
1973,2001,2090,60772321
1975,1997,2092,60774017
1979,2003,2091,60775733
1975,2000,2091,60777429
1975,2000,2090,60779125
1977,1989,2091,60780821
1976,2003,2094,60782517
1977,1999,2092,60784213
1975,2000,2091,60785910
1975,2001,2091,60787607
1978,2000,2092,60789304
1975,1997,2091,60791000
1969,2000,2093,60792696
1981,1999,2092,60794392
1975,2002,2092,60796110
1977,2000,2095,60813071
1977,2002,2094,60814769
1977,1996,2093,60816499
1975,2001,2093,60818195
1974,1998,2091,60819891
1975,2004,2091,60821587
1977,1999,2091,60823283
1977,2003,2095,60824979
1980,1999,2091,60826675
1980,1999,2091,60828371
1976,2001,2092,60830067
1979,1998,2092,60831763
1976,2000,2091,60833460
1977,1999,2094,60835177
1973,2000,2092,60836873
1977,2000,2091,60838569
1979,1995,2091,60840265
1976,1999,2093,60841961
1980,1999,2091,60843657
1979,1998,2092,60860575
1976,1999,2094,60862273
1977,2000,2093,60863970
1977,2001,2092,60865667
1978,2002,2094,60867364
1976,2000,2094,60869060
1978,2001,2091,60870756
1976,2003,2084,60872452
1974,2001,2092,60874148
1977,2002,2093,60875876
1976,2000,2088,60877573
1977,2001,2091,60879270
1977,2001,2091,60880967
1975,2007,2089,60882664
1978,2001,2093,60884360
1977,2003,2092,60886056
1975,2001,2092,60887752
